Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: AF594 mean	Cell: AF594 std dev	Cell: AF594 max	Cell: AF594 min	Cytoplasm: AF594 mean	Cytoplasm: AF594 std dev	Cytoplasm: AF594 max	Cytoplasm: AF594 min
1.czi	aab1cc13-c878-4317-bf12-be055f35eea3	Cell			CTX	Polygon	5902	4395.8	1556.588	143.8485	0.9453	51.8055	39.1387	0.6533	389.2053	101.7547	729	220	336.0178	53.498	490	220
1.czi	9cfeebb6-6813-4b0d-adc7-74a132260dec	Cell			CTX	Polygon	5018	4407	1904.5118	168.3527	0.8444	63.4714	36.9186	0.8241	556.6116	237.8847	2116	224	450.7964	124.4944	811	224
1.czi	a2ae8742-708c-4f6f-b16f-fd771a9364d5	Cell			CTX	Polygon	5837.8	4418.1	1598.6357	156.9291	0.8157	61.1662	35.955	0.8275	418.0484	288.843	2506	192	315.6805	68.1205	594	192
1.czi	74f9b73c-87f3-4ce1-a563-0e97eb21219b	Cell			CTX	Polygon	5493.8	4422.8	2080.9471	171.297	0.8912	60.7216	47.2259	0.6215	819.8158	417.3599	2266	247	580.813	236.6606	1328	247
1.czi	91912d4d-9037-485a-92fa-45c998889604	Cell			CTX	Polygon	4432.9	4420.6	2257.3824	187.0452	0.8108	72.8852	39.1574	0.8564	459.1818	178.9548	1363	201	365.6384	100.9308	739	201
1.czi	d086bbe9-d398-4293-9ac3-d3d2c31cb769	Cell			CTX	Polygon	5569.8	4439.6	2306.8503	194.4659	0.7666	71.4524	42.8154	0.8393	945.3275	373.2	3215	269	789.0106	205.368	1439	269
1.czi	4224419c-6347-4820-9aef-071c1476719f	Cell			CTX	Polygon	5625.6	4431.3	2104.0321	169.1555	0.924	56.4658	46.6763	0.5383	557.1634	207.6712	1268	216	438.2146	126.2595	802	216
1.czi	69e73e4e-c6d2-459d-820c-e00552322b74	Cell			CTX	Polygon	4506.8	4450.3	2292.0099	180.5604	0.8834	61.477	48.3223	0.6323	418.8194	102.6672	799	200	365.175	73.7236	573	200
1.czi	cab9e458-9e52-46e9-a47f-e429f02911cd	Cell			CTX	Polygon	4665.6	4454.2	2063.6334	166.4268	0.9363	57.8055	47.1462	0.5453	743.9085	252.8542	1494	244	605.5231	185.7989	1086	244
1.czi	7b111188-a7af-4dd7-a469-168100127cdd	Cell			CTX	Polygon	5262.4	4454.2	1919.3522	167.311	0.8616	55.3837	44.0863	0.6396	478.1826	124.4963	907	236	419.2094	87.3177	674	236
1.czi	27178fc9-618b-472f-9198-5c5c6ab187bf	Cell			CTX	Polygon	4816	4472	1207.0153	124.6314	0.9765	40.8342	38.5135	0.2571	251.2497	50.7867	520	186	232.6687	16.1207	334	186
1.czi	54a0301e-738e-4075-bb1b-d34feaf97bd4	Cell			CTX	Polygon	5067.6	4481.7	1578.0241	143.2558	0.9663	47.3546	42.3756	0.4035	426.591	162.3103	1062	202	339.9452	86.2544	626	202
1.czi	bb1ce489-8dd3-4bc4-8185-054638c87400	Cell			CTX	Polygon	5306.6	4485	2474.2165	192.5486	0.8386	67.6323	52.7604	0.6222	486.5636	196.2757	1627	219	385.2454	108.934	692	219
1.czi	6d8076fb-98e4-4267-b4ce-c11af4d9fbfa	Cell			CTX	Polygon	5199.4	4498.8	1496.4022	145.481	0.8885	52.819	37.1486	0.7229	334.9482	70.2007	655	209	303.7496	44.9397	461	209
1.czi	9e4e0eb5-fbe4-46ef-afc3-14c3b8146850	Cell			CTX	Polygon	4447.8	4498.1	1879.7779	162.8495	0.8907	58.7607	40.2878	0.7315	465.8454	113.0619	1199	259	418.9178	52.8557	593	259
1.czi	5cfc1c10-dbc6-4cab-918f-f4cb90e2f661	Cell			CTX	Polygon	5233.5	4500.8	1023.9843	116.3829	0.95	39.185	33.0456	0.4976	372.1668	230.8088	1396	202	279.2344	38.5933	490	202
1.czi	101c39e0-0ad5-425b-94f0-d3de1724ea76	Cell			CTX	Polygon	5829.1	4505	1974.5913	166.8648	0.8912	59.6575	44.2152	0.6818	623.4581	233.7472	1652	224	524.1893	185.3943	1027	224
1.czi	96a7e46a-84e2-432d-b2bd-2604ab156cfe	Cell			CTX	Polygon	4926.5	4502.5	1334.8072	132.8055	0.951	47.1189	38.0039	0.584	572.6977	206.0142	1700	226	492.7908	118.0168	878	226
1.czi	233f2a2e-774f-4424-892c-1ee70b91c336	Cell			CTX	Polygon	5713.3	4518.4	1619.2473	147.4608	0.9358	49.926	42.2715	0.5096	402.3011	85.7875	850	233	365.8587	51.9289	501	233
1.czi	ccdcfbf1-83cf-40a8-9a0c-822c869b1d82	Cell			CTX	Polygon	4795.7	4532.8	1199.5951	124.8256	0.9675	41.8563	37.1549	0.438	490.6584	136.4777	2444	272	444.152	51.3579	637	272
1.czi	2eb5f7cf-5ee8-426b-b313-95debf59eff8	Cell			CTX	Polygon	5437.2	4543.4	1943.2616	168.3602	0.8615	58.8149	44.1236	0.7041	787.1073	447.7154	3153	232	568.1489	247.1765	1314	232
1.czi	51aa3043-7f19-4a67-a338-880d43b78a9f	Cell			CTX	Polygon	4985.9	4550.9	1345.5252	132.2853	0.9662	42.5127	40.607	0.2067	480.3009	111.4737	1076	263	436.842	54.3091	608	263
1.czi	2ad30435-2d58-4f90-a174-e8d91196a825	Cell			CTX	Polygon	5498.7	4561.6	2386.8233	183.11	0.8946	61.3194	49.9861	0.4917	661.9399	360.6264	2065	229	459.5465	186.6269	1338	229
1.czi	7604a202-4e53-4774-9580-6f03226b6865	Cell			CTX	Polygon	4645.9	4565.7	2429.6954	196.7045	0.7891	66.4633	49.1201	0.6908	821.3783	342.9657	3245	214	677.435	210.9631	1241	214
1.czi	45284bf6-5d52-448b-a239-8563561d780f	Cell			CTX	Polygon	4815	4567.1	1735.4967	154.5406	0.9132	56.0334	38.3541	0.7334	553.5342	188.3313	1403	210	467.3561	117.8483	752	210
1.czi	29c81658-85c7-4db2-823b-1c0520d73650	Cell			CTX	Polygon	4713.4	4568.8	1677.7842	153.1023	0.8995	56.1658	37.8544	0.7461	761.9887	343.7284	2535	213	613.679	190.9439	1027	213
1.czi	b50789bc-49ef-48ac-b1d6-8849a1dcfd77	Cell			CTX	Polygon	5055	4579.3	1195.4728	123.6464	0.9826	40.7397	37.7645	0.3496	281.5702	81.1534	633	199	246.9574	16.6193	310	199
1.czi	1fe802fb-d9ed-4abf-8707-72ca6b48c56c	Cell			CTX	Polygon	5809.4	4601.4	2029.0059	172.411	0.8578	62.3837	41.3974	0.7718	454.5873	156.036	1494	223	387.5738	76.6886	601	223
1.czi	887543ea-60b8-4e45-a98d-7f6ca1ba1ad4	Cell			CTX	Polygon	5215.6	4614.4	3614.4502	237.4414	0.8056	85.0423	55.5225	0.7675	505.0189	205.746	1375	219	384.385	114.1743	753	219
1.czi	11e85253-7b3a-4968-8022-f5456a2d43db	Cell			CTX	Polygon	5414.9	4614.5	1808.874	158.3406	0.9066	54.8238	43.1872	0.6058	459.5574	209.7089	1233	216	343.2505	84.7794	710	216
1.czi	a53ccced-2943-4bf4-b968-24472b508c74	Cell			CTX	Polygon	5597.9	4635.5	2887.2729	211.4384	0.8116	76.6648	50.1773	0.7854	671.5618	221.5816	1626	245	555.4742	140.9821	962	245
1.czi	5fa2b03b-db81-4194-9f10-27ef365db9fc	Cell			CTX	Polygon	5338.4	4635.4	1771.7731	156.171	0.9129	56.0034	41.1333	0.6637	548.3243	202.9249	1335	235	444.9707	129.4178	807	235
1.czi	3f03fd88-7e72-4683-b265-8cea345f1d34	Cell			CTX	Polygon	4618.6	4642.8	1518.6627	140.709	0.9639	48.8247	39.989	0.5566	483.771	163.6928	1336	215	402.911	94.6777	696	215
1.czi	84c64917-8cb8-440d-9bea-4b72db432077	Cell			CTX	Polygon	5149.9	4645.6	1625.0185	147.9318	0.9331	52.9688	39.4419	0.6726	360.3377	77.3139	646	209	322.6626	48.6574	487	209
1.czi	fb3caebc-c120-4738-bb81-898ab2df0aa7	Cell			CTX	Polygon	5454.7	4658.9	1794.8581	158.26	0.9005	52.535	47.1306	0.3511	371.9669	111.4342	717	214	309.2623	54.4502	502	214
1.czi	07d751c0-e82a-4fcf-9e68-33e7398decce	Cell			CTX	Polygon	5558.3	4671.1	1367.7858	133.6083	0.9629	45.9172	37.473	0.5385	812.95	547.9563	4244	235	547.888	191.0488	1200	235
1.czi	abd2a417-6672-4b15-bba6-c276be6ccf57	Cell			CTX	Polygon	4705.9	4687.1	1321.6158	130.6737	0.9726	42.3347	40.4904	0.18	592.3999	188.3703	1421	238	516.9529	113.25	755	238
1.czi	8b8b12df-ed38-4724-9891-df8cd532cedf	Cell			CTX	Polygon	5187.1	4689.3	1136.9359	121.1747	0.973	39.562	36.2451	0.3707	317.449	165.3333	1211	207	259.9088	18.2753	327	207
1.czi	f96152c4-07b7-4e0d-b98d-7f979557667c	Cell			CTX	Polygon	5658.9	4697.9	1737.1456	156.8688	0.8871	56.335	37.3027	0.7485	785.0475	322.9096	2885	280	650.0769	137.3209	1040	280
1.czi	d5505a55-1397-49f1-8ec4-720199967256	Cell			CTX	Polygon	5282.7	4692	1911.932	161.6617	0.9193	58.0252	43.0216	0.689	564.1091	248.4845	1421	217	423.5575	137.7403	1002	217
1.czi	d472fe81-15d0-441d-94e7-aaa109de2988	Cell			CTX	Polygon	5070.2	4718.2	1967.9956	165.3094	0.905	57.4288	44.1136	0.6568	709.6337	357.8014	2552	230	540.8164	203.1982	1117	230
1.czi	0daa383c-d998-4221-8a5c-176a11a85254	Cell			CTX	Polygon	5376.8	4724.9	1640.6834	150.1966	0.9139	52.4126	43.4234	0.5007	597.9116	209.0996	1381	220	487.8616	125.922	784	220
1.czi	7d0b5be3-eee8-4520-aed8-fd5c22049566	Cell			CTX	Polygon	5150.6	4748.4	2662.1943	219.0975	0.6969	82.2538	44.6985	0.8787	873.8416	468.0896	3882	226	656.3064	220.6804	1388	226
1.czi	2afcd7eb-a5c2-40a9-b4c4-196b7fd55c2c	Cell			CTX	Polygon	4487.7	4752	1231.7492	128.6422	0.9353	42.7978	38.9895	0.3841	1013.5803	275.0899	2405	510	892.2672	122.7258	1236	510
1.czi	17e3dd1a-4de6-4ff8-851a-5e9e02dbd4bb	Cell			CTX	Polygon	4794.5	4756.1	1494.7532	141.8534	0.9335	47.9208	38.8782	0.574	817.8704	349.3219	2473	227	665.5654	206.6278	1150	227
1.czi	03f1af8b-db68-46ae-9570-a3be5c0c9a7f	Cell			CTX	Polygon	5408.7	4754.1	1375.206	138.1316	0.9057	50.3159	36.1846	0.6894	437.0096	143.7351	890	214	367.4153	88.974	622	214
1.czi	e2f09497-2930-4568-a560-a9d1347b31c8	Cell			CTX	Polygon	4516	4767	1469.1948	153.9621	0.7789	54.2407	35.6415	0.8176	818.5247	215.5583	2022	337	751.9413	152.7891	1143	337
1.czi	80f9786d-0e9b-40ed-a12c-43c4b4bbbcc5	Cell			CTX	Polygon	5199	4782.8	1680.2576	149.9524	0.939	51.7654	43.3837	0.5783	328.0686	61.2112	589	219	296.3664	33.9109	413	219
1.czi	4c4453c8-c396-41a0-90a2-29226bdd00ef	Cell			CTX	Polygon	5627.6	4854	1386.7484	145.7095	0.8208	55.0713	29.3594	0.8468	649.2478	206.8292	1372	224	559.9679	164.4849	991	224
1.czi	be58192c-4dc4-4642-ab83-00776d47afce	Cell			CTX	Polygon	2697.3	4811	1596.9868	146.9949	0.9288	53.4818	38.595	0.6857	308.2094	67.1839	637	201	276.2229	32.829	396	201
1.czi	32b8ca17-6bb0-457c-b2a8-5b81235c6516	Cell			CTX	Polygon	3882.6	4813.6	1666.2417	152.074	0.9054	55.139	38.0245	0.7436	429.0104	144.4239	1347	212	372.0634	67.1512	578	212
1.czi	77c98a0a-6c09-4dd4-a711-1c5d9cb6fecd	Cell			CTX	Polygon	4171	4817.6	865.6872	109.4886	0.9075	39.2158	26.9663	0.7116	508.9858	335.3215	1755	209	342.2406	128.3539	864	209
1.czi	cca6c358-59a5-4237-8bda-1251545bc38c	Cell			CTX	Polygon	4113.3	4838.5	2505.5461	192.9226	0.846	65.4095	52.1217	0.6324	449.4891	159.449	933	196	365.9488	111.3819	781	196
1.czi	9ea8d81a-614c-4861-bd89-0e63e258e9e2	Cell			CTX	Polygon	4196	4837.3	1230.1003	127.4563	0.9515	43.1663	37.8012	0.378	375.1961	186.9764	1168	204	281.702	55.647	501	204
1.czi	62fdcfe2-3be5-4fc1-b234-3f8e5dfee114	Cell			CTX	Polygon	3105.5	4845.6	1566.4816	145.0743	0.9353	50.887	41.362	0.5696	408.5933	79.1428	768	245	374.6261	43.9872	503	245
1.czi	c4be0c73-51c3-4676-b0a2-740ea7e00d42	Cell			CTX	Polygon	3160.9	4869.3	2162.5691	178.2225	0.8556	60.0052	47.6471	0.6203	383.33	100.08	758	200	334.0646	57.031	499	200
1.czi	f7537e21-8cde-49c0-baf4-8853b9988164	Cell			CTX	Polygon	3396.7	4879.6	1306.7754	130.529	0.9638	44.4692	37.5736	0.4775	296.6551	71.2952	689	201	268.0008	26.5747	344	201
1.czi	70b3cc73-80cf-4c96-8d5d-220df6780ddd	Cell			CTX	Polygon	3085.7	4916.4	2173.2871	183.365	0.8123	70.9357	40.1167	0.8465	394	103.6609	949	200	350.7511	66.6162	751	200
1.czi	0e3f991b-54ad-4ed6-bde6-deb626f1ebdf	Cell			CTX	Polygon	3204.2	4905.9	1465.897	141.2244	0.9236	49.6735	37.2391	0.6173	342.5655	59.9805	621	214	323.1013	43.6635	482	214
1.czi	59af0aa9-432d-4176-b4c5-197b48e49aad	Cell			CTX	Polygon	3397.2	4925.2	1473.3172	139.2541	0.9548	49.2986	39.2937	0.5998	308.6179	58.4445	597	190	289.3648	39.6795	411	190
1.czi	ded9b3d9-4f6c-4351-9e29-264fe42b1671	Cell			CTX	Polygon	4271.7	4926	1318.3179	129.8894	0.9819	42.9295	39.1052	0.4041	377.2061	146.8475	992	203	307.4777	67.5696	514	203
1.czi	63227d4d-1770-4fcd-8867-b10501ffbfcd	Cell			CTX	Polygon	4225.4	4960.1	3046.3945	222.4109	0.7739	70.4865	64.7602	0.3661	286.307	59.6398	520	199	251.208	25.8669	380	199
1.czi	e6a76667-c9e8-42ec-8a78-95edc2af54e9	Cell			CTX	Polygon	3926.2	4954.7	1450.2322	137.9505	0.9576	47.2337	39.9405	0.5313	341.883	65.3007	616	203	320.9876	60.6318	616	203
1.czi	618788f2-40fc-4a93-a5fd-8a6e238e0089	Cell			CTX	Polygon	3727.4	4971.5	2010.8677	174.4332	0.8305	65.2827	41.8332	0.7603	500.7734	170.0454	1835	224	439.4812	88.4425	711	224
1.czi	e7e14acf-9fc9-4e2e-b63a-17867d10ea2f	Cell			CTX	Polygon	3605.5	4972.4	1451.0566	138.8825	0.9454	46.7732	40.201	0.489	364.7865	117.7038	3357	195	325.3749	98.6004	3357	195
1.czi	8840b8fd-1ca6-4a09-ad3b-5b90998113c6	Cell			CTX	Polygon	2899.4	4987.3	1339.754	132.0895	0.9649	43.6215	39.4969	0.4217	413.1598	105.2328	855	236	366.3822	60.2108	541	236
1.czi	9ae69e86-5d98-48bc-9d33-f35a1afd0607	Cell			CTX	Polygon	3401.5	5000.3	2000.9741	170.5125	0.8648	61.187	40.6703	0.7657	338.1729	83.0982	670	208	295.2222	38.8963	400	208
1.czi	a21f6438-d594-4b61-b386-b3e618cbeb9c	Cell			CTX	Polygon	3072.5	5004.7	2383.5254	190.5185	0.8252	68.4292	48.3199	0.7358	353.6464	80.4715	734	204	310.2257	45.7181	437	204
1.czi	8662eff6-6487-465e-95ad-f5c32774f459	Cell			CTX	Polygon	3670.5	5015	1949.8574	166.4482	0.8844	60.6059	41.3532	0.7502	346.1881	87.1049	710	196	303.9543	54.1329	453	196
1.czi	f83b907b-db38-4f23-b08e-55c3e8fb0f40	Cell			CTX	Polygon	4333.4	5011.9	1831.1345	158.1643	0.9198	55.6628	41.3466	0.675	327.3988	73.1486	580	200	289.4708	43.833	434	200
1.czi	e2aa40b0-47da-49ab-8d37-318d4edbee6f	Cell			CTX	Polygon	2684.4	5022.1	1962.2243	167.2428	0.8816	60.6379	41.7748	0.7345	311.9631	52.5034	550	202	289.5826	37.5239	441	202
1.czi	7963087f-7e52-42d9-bfdb-51c2fb515d4a	Cell			CTX	Polygon	4191.1	5041.3	2162.5691	177.8412	0.8592	62.7842	44.7454	0.7163	409.7829	109.8119	752	210	355.2464	77.0701	684	210
1.czi	1cb0e046-da39-4ee3-9785-31705337974f	Cell			CTX	Polygon	3760.7	5047.4	1216.0844	132.0812	0.876	48.5996	33.119	0.7392	384.203	122.1683	1037	197	327.1088	64.1473	558	197
1.czi	ff3b7e16-a64a-450a-b9af-89d2e5f937d5	Cell			CTX	Polygon	3732.5	5062.9	1431.2695	140.522	0.9108	49.8636	37.8306	0.6243	392.0806	85.9339	647	208	346.687	61.9395	546	208
1.czi	97b0ff82-8524-4a1d-9416-4355294ffdbf	Cell			CTX	Polygon	2845.9	5065.7	2205.4412	183.5779	0.8224	64.9022	45.1501	0.7529	297.0904	63.1372	538	202	266.3625	34.7657	471	202
1.czi	754c9956-1fd4-4b28-af41-4daed53cee30	Cell			CTX	Polygon	3892.9	5067	1474.9661	139.3709	0.9542	45.9443	41.0116	0.3974	972.8078	308.3647	2714	357	838.323	170.8674	1360	357
1.czi	9fd5b428-0838-4b82-8cc5-b0dc9ce4a241	Cell			CTX	Polygon	4320.2	5068.1	1532.6786	142.8594	0.9437	49.2461	39.7556	0.5818	300.2762	78.837	683	193	259.1538	29.8821	377	193
1.czi	36f7e050-73a4-4d74-b719-78ad09e3ce79	Cell			CTX	Polygon	3548.8	5080.5	1795.6826	159.4756	0.8873	59.8278	40.1754	0.7557	319.3223	88.7797	914	197	280.0078	39.9596	418	197
1.czi	9011bac8-eadf-4ca8-9739-98c6a4962715	Cell			CTX	Polygon	2986.6	5090.5	1850.9217	155.1121	0.9667	51.3352	47.2173	0.3843	331.3955	66.0224	505	204	293.0421	40.1361	427	204
1.czi	9fc842d5-7fc9-4dbc-b1fa-6bd9c9e0504a	Cell			CTX	Polygon	4103.1	5117.3	2209.5635	182.105	0.8373	71.5957	40.5136	0.8396	326.6253	83.5232	606	197	279.7797	46.1754	456	197
1.czi	59832811-ce7c-4db6-a47c-ad4ed5ded513	Cell			CTX	Polygon	3684.6	5110.2	1220.2067	125.9546	0.9665	42.3472	37.0868	0.4678	1391.4575	718.6134	5973	476	1129.298	253.5177	1824	476
1.czi	fe4d3a19-740f-459f-b3da-6bf626c7216f	Cell			CTX	Polygon	4047.4	5128	1869.0599	164.125	0.8719	59.3956	40.1283	0.7495	445.3496	192.0147	1467	204	356.2005	90.7668	693	204
1.czi	e16ee9e0-4485-4357-9d05-3771e426c659	Cell			CTX	Polygon	3407.3	5152.4	1620.8962	147.807	0.9323	53.1035	41.7029	0.6162	315.2348	62.6997	591	196	286.1577	37.705	437	196
1.czi	acbff354-2ee7-4d9b-b3de-69375c89715e	Cell			CTX	Polygon	3820.8	5154.5	1650.5769	148.7513	0.9374	48.9631	42.171	0.4628	538.5939	189.223	1039	215	441.2194	125.1153	824	215
1.czi	5855dcd7-25d8-4fad-8394-7a8e429d0eba	Cell			CTX	Polygon	3477.6	5167.9	1640.6834	149.5773	0.9215	52.7617	39.9104	0.6336	491.8102	167.0685	1346	225	413.069	84.7397	668	225
1.czi	247f9480-983a-4172-87e7-c0a26293ef26	Cell			CTX	Polygon	3741.9	5176.8	2285.4142	188.2372	0.8105	64.353	49.4612	0.661	931.0994	567.2235	4680	230	664.0154	256.8012	1496	230
1.czi	4d6dfbf7-71fa-47e1-9275-bbc8a6234283	Cell			CTX	Polygon	4095	5183.9	2045.4952	177.0113	0.8204	63.7644	42.7081	0.7499	551.9488	206.389	1676	212	460.946	117.489	767	212
1.czi	282fbecd-30d2-4bfd-b4f8-df9ae10edaba	Cell			CTX	Polygon	3179.4	5197.8	1598.6357	146.5304	0.9356	51.1831	40.2353	0.6123	294.8958	53.6356	454	191	272.5899	41.3457	438	191
1.czi	9383c794-3e1f-4711-bc63-1d4e26e41150	Cell			CTX	Polygon	3644.7	5211.7	2139.4841	176.3754	0.8643	58.6629	47.1122	0.5808	452.2815	134.3824	1212	206	400.5577	76.9912	625	206
1.czi	10688347-f213-41ae-8cc8-1976334113e6	Cell			CTX	Polygon	4332.6	5208.3	1888.0226	164.602	0.8757	62.4076	38.222	0.802	717.1739	270.5582	1895	236	589.4714	179.4326	1215	236
1.czi	160fbcf0-75dd-47d3-bb6d-40ccebe55a12	Cell			CTX	Polygon	4221.9	5211	1535.9764	143.7339	0.9343	49.6715	38.8523	0.6155	711.2084	274.0109	2254	271	592.8285	142.6705	1041	271
1.czi	d604b3c4-3f10-40ec-9377-72753f1a53ba	Cell			CTX	Polygon	3851.2	5231.6	1686.0289	149.9386	0.9424	49.5272	42.9275	0.4261	485.7422	147.4791	905	216	410.7351	99.5712	744	216
1.czi	f0dfde09-87ed-4a15-b762-fe3d56727a9c	Cell			CTX	Polygon	2858.9	5253.3	1452.7056	139.7963	0.9341	47.5633	39.263	0.5655	478.2157	118.9477	991	234	425.831	63.2018	611	234
1.czi	30c67442-3296-4bab-8a18-a2b58fb44208	Cell			CTX	Polygon	3625.3	5259.3	1325.7381	131.5066	0.9633	44.7344	39.2731	0.4386	265.2272	50.1903	505	195	243.7198	15.7599	305	195
1.czi	b6abc7d5-419e-40ed-9a35-4c1f9cb6f1f9	Cell			CTX	Polygon	4201.9	5273.8	1405.7111	135.6612	0.9598	47.5475	38.3744	0.5924	484.1871	121.0586	1124	237	437.5348	75.9475	633	237
1.czi	999d4cdf-4bfd-4313-a323-e137d2c4ae9e	Cell			CTX	Polygon	4246.3	5275.9	1059.4362	118.7334	0.9444	38.6162	35.1153	0.3844	585.3605	153.9988	1384	305	530.7642	87.7536	778	305
1.czi	204647f1-67c6-4ddb-929e-cc10ac91df53	Cell			CTX	Polygon	4283.9	5293.4	1928.4213	164.0641	0.9003	55.8678	45.297	0.5987	729.4442	300.416	1947	202	583.9053	202.6117	1054	202
1.czi	54a234b7-dceb-44ef-98fd-7503486666d2	Cell			CTX	Polygon	3664.7	5291.3	1253.1853	127.0802	0.9751	41.9437	38.1164	0.3651	670.8652	306.9765	2586	293	552.6561	115.4768	838	293
1.czi	a0980cd8-9046-407c-b3dc-87641abcc8c2	Cell			CTX	Polygon	3735.7	5299.8	1753.6349	154.3993	0.9244	52.4112	46.1425	0.4432	517.0739	164.3152	1088	223	432.7543	104.8625	738	223
1.czi	06ba05a4-cb8f-4f87-be8f-94cb70d544df	Cell			CTX	Polygon	4151.1	5305.4	1842.677	165.4831	0.8456	59.2463	40.8332	0.7565	906.1216	402.5773	3170	262	730.7273	223.2507	1429	262
1.czi	91f6db31-b3ee-449e-8099-b4602e4cbf12	Cell			CTX	Polygon	3882.1	5344.2	1290.2862	130.4976	0.9521	43.8825	38.9513	0.4549	444.2613	83.9159	964	280	418.3559	46.0395	592	280
1.czi	21b26b1c-c033-475c-84a3-9783888f5b79	Cell			CTX	Polygon	3255.3	5349.2	1496.4022	140.7762	0.9489	49.2132	39.9115	0.585	525.0578	115.5936	1052	289	473.483	69.1405	689	289
1.czi	78150160-042c-4a0b-b863-e97aeb9bced5	Cell			CTX	Polygon	4169.4	5347.1	1076.75	119.1776	0.9527	39.8165	34.1229	0.4681	303.9885	97.0177	713	194	270.9161	43.2341	455	194
1.czi	2c56f73c-c910-4833-9282-96b89ff4119b	Cell			CTX	Polygon	3409.5	5355.8	1582.9709	146.3961	0.9282	52.321	38.7863	0.6823	337.7865	98.0894	698	201	289.0598	43.9191	440	201
1.czi	80aa9877-c5ae-4335-b064-40bc9571c83c	Cell			CTX	Polygon	3880.1	5389.9	1782.4912	155.7569	0.9233	53.3665	42.7925	0.5627	427.9028	95.3813	765	222	385.7895	74.1355	634	222
1.czi	6bc3007c-2a3d-4a26-bf1e-aa9ab6efafc2	Cell			CTX	Polygon	3296.8	5396.6	2063.6334	170.1167	0.8961	58.0424	49.9783	0.4254	512.4093	178.7352	1504	225	433.9051	102.0569	683	225
1.czi	1e756b71-e31e-4f5b-9944-df0111e2b607	Cell			CTX	Polygon	4020.9	5401.1	1828.6612	157.8757	0.922	54.1013	45.7279	0.5264	361.3231	120.6681	744	194	289.6997	48.768	460	194
1.czi	8e7cf5a2-cc31-43a8-94aa-79405c4f50a8	Cell			CTX	Polygon	3707	5404	1714.0607	156.3447	0.8812	58.7241	40.1882	0.754	465.0529	139.6092	1494	249	408.2773	54.6629	599	249
1.czi	21aaeed6-f284-4d06-a265-8def142f7d71	Cell			CTX	Polygon	3823	5413.7	1352.9454	133.4049	0.9553	46.3449	38.0921	0.5645	374.2839	133.5264	960	211	315.9886	63.2485	562	211
1.czi	0739c4e7-5d05-4c6e-b12c-93f1a6eab9e0	Cell			CTX	Polygon	4204.9	5425.2	1828.6612	164.2732	0.8515	54.7399	45.0623	0.5575	293.3959	69.4983	631	197	261.7653	31.9555	380	197
1.czi	fda6a577-8738-4d59-a741-562c49f34cdf	Cell			CTX	Polygon	3644.7	5432.1	1845.9749	159.6467	0.9102	57.4206	42.4481	0.6728	507.4274	187.0146	1106	208	409.8617	117.3613	715	208
1.czi	32e6b6e5-0e18-4ef2-9e9e-cce1edcccb3a	Cell			CTX	Polygon	3405.1	5449.9	2558.3118	197.46	0.8245	71.2025	47.7059	0.7676	373.2197	103.4577	780	210	313.3951	61.2463	490	210
1.czi	f2d80e84-7738-48b2-ae7d-ec00531a713f	Cell			CTX	Polygon	3504.2	5446.9	2098.2609	175.4824	0.8563	65.9853	41.8253	0.794	592.1619	248.3764	1610	217	479.11	169.8804	919	217
1.czi	ce034674-03e6-4ccf-a394-b30e3d862bfd	Cell			CTX	Polygon	3533.2	5469.7	1362.0145	134.912	0.9404	48.6099	35.2338	0.6893	585.0955	285.382	8683	219	496.4681	121.3254	834	219
1.czi	228b3f0f-cd71-45e3-b41f-0a166df2c441	Cell			CTX	Polygon	2881.4	5484.9	1729.7255	155.5751	0.8981	58.1638	37.3584	0.7573	277.9924	46.4226	458	194	256.3209	27.9237	404	194
1.czi	85b7ef02-0e9c-4871-ad9a-63921e90105b	Cell			CTX	Polygon	3892.6	5493	1808.874	157.6522	0.9146	53.1122	42.763	0.5184	632.6759	165.7101	1270	262	553.1051	118.5779	816	262
1.czi	315d07dd-83ae-48ba-af7f-cfcb221aa76f	Cell			CTX	Polygon	3458.3	5500.7	1928.4213	162.3065	0.9199	53.511	44.9356	0.5308	417.7983	95.3373	761	203	371.7717	69.6141	582	203
1.czi	d4bdcf65-b89a-4248-be4f-9c6c7919d0cf	Cell			CTX	Polygon	4164.2	5494.7	1056.9628	119.8936	0.924	40.7865	33.8776	0.5438	777.3045	241.3091	1775	233	685.4848	163.3391	1144	233
1.czi	5f1d2a08-899f-4914-9f02-35895e986132	Cell			CTX	Polygon	3708.4	5500.8	1308.4244	129.7916	0.976	42.2461	40.1715	0.2036	652.2277	238.6962	1921	225	563.138	142.9007	918	225
1.czi	2760ef4b-eaf1-4aee-aaac-5b4b09d0304b	Cell			CTX	Polygon	4193.5	5511.5	1324.9136	133.4795	0.9345	46.7995	37.4906	0.5437	1072.6658	411.203	2793	256	902.4265	256.7943	1541	256
1.czi	f103455a-f58a-422e-b2ac-a4b16353f147	Cell			CTX	Polygon	4293.7	5515.9	1939.9638	165.2081	0.8932	58.5515	46.1927	0.6402	596.2613	212.4653	2101	256	498.7349	113.6362	885	256
