Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: AF594 mean	Cell: AF594 std dev	Cell: AF594 max	Cell: AF594 min	Cytoplasm: AF594 mean	Cytoplasm: AF594 std dev	Cytoplasm: AF594 max	Cytoplasm: AF594 min
1.czi	4310c635-a559-46d1-985b-372b26bb13da	Cell			CNU	Polygon	3162.9	1641.4	1252.3608	127.4573	0.9687	44.2046	37.4579	0.5119	336.1723	68.1034	650	212	310.1905	36.6267	411	212
1.czi	3ac6d3ca-6207-4aad-9fe9-86b1c2341a3a	Cell			CNU	Polygon	3323.2	1658.3	1103.9573	133.7308	0.7757	49.4107	29.6382	0.8475	417.5425	125.8674	718	203	372.2877	106.4462	713	203
1.czi	c456ac96-ee3b-4602-8ae6-4ac7ef079c62	Cell			CNU	Polygon	3291.1	1656.9	1376.0304	140.1345	0.8805	50.9831	37.3275	0.6817	550.8211	249.4679	1956	228	446.125	93.8737	719	228
1.czi	ac0a1db4-0a21-4644-853e-9d1303135990	Cell			CNU	Polygon	3355.7	1719.5	1382.6261	134.9286	0.9543	45.5489	38.5232	0.5034	277.6395	44.3325	453	191	263.4594	36.6163	404	191
1.czi	4b63732c-9165-43d1-bba9-19caf8a41823	Cell			CNU	Polygon	3749.9	1742.5	1139.4092	121.1169	0.9761	40.2326	35.955	0.4174	307.819	135.566	1049	203	258.3717	31.3228	411	203
1.czi	32777e35-1d27-4f80-9b73-aa251adb5b21	Cell			CNU	Polygon	4297.9	1817.9	2550.0672	197.8307	0.8188	68.6713	50.6005	0.6843	536.312	228.9666	2103	201	434.6319	138.534	815	201
1.czi	a15038fc-4ebd-4d96-b1e4-fda7eb34819e	Cell			CNU	Polygon	3904.8	1814.6	1550.8168	146.3044	0.9104	49.1482	42.7968	0.4861	363.6861	85.3338	641	204	329.8135	66.5768	574	204
1.czi	7c6a0654-6245-423d-8d5b-4f0f342d56c6	Cell			CNU	Polygon	3516	1823.8	1506.2957	141.2867	0.9482	49.9274	37.9532	0.632	646.5096	206.5127	1646	321	555.9162	94.291	820	321
1.czi	4c314a9c-fa9d-46d3-a63f-ae6d9462b0cc	Cell			CNU	Polygon	4208.5	1835.3	2353.8447	194.6796	0.7805	66.9275	48.3577	0.7217	471.3797	144.3068	1158	206	400.0535	99.3429	654	206
1.czi	bd38553b-cf3a-4d1a-95bf-bfe88e624fbd	Cell			CNU	Polygon	3801.4	1902.9	1412.3068	135.893	0.961	45.4748	39.5326	0.4681	503.6306	155.1308	1032	213	429.3374	103.6483	641	213
