Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: AF594 mean	Cell: AF594 std dev	Cell: AF594 max	Cell: AF594 min	Cytoplasm: AF594 mean	Cytoplasm: AF594 std dev	Cytoplasm: AF594 max	Cytoplasm: AF594 min
1.czi	780932cb-b3e5-4548-b4b8-6d90f320bf23	Cell			fiber tracts	Polygon	2575	5139.6	1794.8581	159.6489	0.8849	58.7818	38.4356	0.7702	368.751	88.8062	697	203	322.2802	52.2464	454	203
1.czi	2658f6cf-0360-42ad-b4cf-5ed7da6e1180	Cell			fiber tracts	Polygon	2444.4	5146.5	1518.6627	140.3818	0.9684	45.8882	43.3163	0.2266	280.8282	41.6313	461	197	260.2506	20.0734	339	197
1.czi	044cbc67-b027-4425-bfc7-bee4c5fc7f48	Cell			fiber tracts	Polygon	2083.7	5195.3	1362.0145	132.3458	0.9772	43.3911	40.1223	0.3421	308.7131	56.2502	527	208	282.0289	28.2666	386	208
1.czi	afaf83ee-b0bd-458a-b091-898f1ba62805	Cell			fiber tracts	Polygon	2301.8	5202.9	1424.6738	136.0095	0.9678	45.9534	40.607	0.4405	284.3864	47.9625	504	204	262.7952	20.7267	331	204
1.czi	1f1f1f81-be6a-4b9d-8b5c-0bb76b99e93d	Cell			fiber tracts	Polygon	2336.2	5230.4	1297.7063	128.9862	0.9802	41.8062	39.7262	0.3024	307.5778	58.5792	578	215	280.4787	27.3165	371	215
1.czi	3f2474e8-4903-4754-9b35-152ead47468e	Cell			fiber tracts	Polygon	2163.9	5253.4	1347.1742	131.8337	0.974	44.1021	38.9512	0.4349	281.515	52.6945	513	200	255.9718	22.3072	334	200
1.czi	5870fe9a-e419-4c42-8536-44d4c386ef4b	Cell			fiber tracts	Polygon	2054.6	5276.4	1521.9605	141.504	0.9552	47.8866	41.5195	0.3861	314.0795	59.0603	543	214	285.9207	33.1764	400	214
1.czi	f7f9cb97-34ed-4e77-9f62-dd838c9c5f6d	Cell			fiber tracts	Polygon	4001.8	4413.4	1301.0042	129.2616	0.9785	42.1225	39.5567	0.2618	433.7981	107.3203	855	209	392.2464	74.3741	625	209
1.czi	a0a1c854-9b23-42fb-b30a-e121b090fd2b	Cell			fiber tracts	Polygon	3764.9	4626.2	1282.0415	128.6515	0.9734	42.7043	39.1267	0.3618	503.508	129.8106	1011	289	445.8625	60.6591	654	289
1.czi	7ada3aed-376f-40d0-bdec-59e3a9236d70	Cell			fiber tracts	Polygon	3633.9	4722.2	1940.7883	170.177	0.8421	56.4149	45.0738	0.6037	375.8379	197.7975	1813	197	292.2749	42.4144	459	197
1.czi	ff7fda22-75e5-4783-b85a-c8d18d39734b	Cell			fiber tracts	Polygon	3542.8	4751.1	1108.0796	126.968	0.8638	46.6283	30.0299	0.769	288.4952	52.6095	476	185	267.908	39.602	455	185
1.czi	b379bb40-1958-4719-abde-a340ab3fe114	Cell			fiber tracts	Polygon	3544.5	4782.7	1558.237	150.9874	0.8589	57.7167	36.2488	0.7837	296.551	61.99	528	203	264.1407	31.5774	455	203
1.czi	d9e15242-0d28-43b6-a0d3-ef8126980441	Cell			fiber tracts	Polygon	3352	4873.3	1491.4554	143.3267	0.9124	50.1576	39.1804	0.5951	304.743	46.6842	454	198	288.212	37.5511	438	198
1.czi	724c7091-e4fe-4d70-b323-46b3b92b3b85	Cell			fiber tracts	Polygon	3236.4	4881.5	1714.8851	153.4095	0.9157	57.0823	37.2391	0.758	452.9731	138.01	1067	217	382.2121	76.4954	575	217
1.czi	9219e2c9-8d34-4b64-af8e-cc5834c9568a	Cell			fiber tracts	Polygon	3184.3	4944.1	1268.0256	128.3758	0.9669	42.41	38.8835	0.3801	406.6801	106.102	850	222	359.2697	54.961	489	222
1.czi	84fe43c0-887b-4b9e-9c88-d423665faac6	Cell			fiber tracts	Polygon	3105.9	4946.7	1368.6102	133.5715	0.964	46.0909	38.3866	0.5467	411.5373	105.3278	797	243	360.6452	49.4108	503	243
1.czi	1640b240-0122-4b37-a76a-aa75d6faf333	Cell			CNU	Polygon	2778	898.94	2381.052	188.9535	0.838	67.7031	48.2877	0.7468	573.3404	193.298	1513	211	475.9413	134.7881	1132	211
1.czi	b4294fae-2406-479a-a648-d515f71da986	Cell			CNU	Polygon	2569	1112.7	1454.3545	138.6953	0.9501	47.1358	39.8073	0.5115	278.1603	63.083	647	187	255.0485	30.0631	355	187
1.czi	b5b8ed8d-139e-416e-bbea-584a5d3bb6f5	Cell			CNU	Polygon	2780.9	1116.2	1518.6627	141.7107	0.9503	48.9107	39.638	0.5797	324.7804	71.4503	592	197	293.6972	50.7143	469	197
1.czi	f4a669f1-ea65-4c6f-932d-86a3f680a2d2	Cell			CNU	Polygon	2721.8	1161.6	1293.584	129.4103	0.9707	43.5703	38.9513	0.3899	866.6053	431.6602	3883	285	709.8786	169.7131	1336	285
1.czi	3a24333e-5d25-402d-bab5-e899c0d498a5	Cell			CNU	Polygon	2339.5	1231.4	1861.6397	162.542	0.8855	53.4834	46.6001	0.5199	280.7989	55.4559	656	182	258.5147	30.4651	359	182
1.czi	d311a0c3-e5ac-4f9e-bb60-ac1f1db397f2	Cell			CNU	Polygon	2007.9	1310.1	1296.0574	131.5885	0.9406	46.1005	37.5954	0.5926	731.3329	386.5934	3033	267	583.1249	174.2301	1169	267
1.czi	7c47a8ec-7ce8-461c-92bc-a837e0d8b597	Cell			CNU	Polygon	2421	1506.6	1488.1575	139.543	0.9604	47.6029	39.1483	0.5575	373.354	140.0021	859	189	298.2673	60.0685	496	189
1.czi	b08340dc-4215-4dbe-bbd9-524bf17f8d27	Cell			CNU	Polygon	2155.2	1526.7	1134.4625	121.1305	0.9716	40.2687	35.6296	0.4019	269.2391	122.3073	1389	190	232.6024	15.4394	293	190
1.czi	8eb8e7b3-b374-4236-92d5-8fd672fbe887	Cell			CNU	Polygon	2441.7	1548.5	1496.4022	142.8382	0.9217	51.4383	35.5106	0.7101	261.3557	56.692	530	179	235.5111	21.0863	353	179
1.czi	387ce491-d7d3-4388-8b0c-4a3a2194bca4	Cell			CNU	Polygon	2292.8	1776.5	1589.5666	146.88	0.9259	52.384	40.364	0.6514	317.0342	80.3303	653	188	278.0832	46.5516	486	188
1.czi	cb9d8580-efba-4035-b2ea-9421a00be27b	Cell			CNU	Polygon	2267.8	1820.1	1950.6818	172.2361	0.8263	64.7021	38.4055	0.8162	438.9197	244.5207	2198	181	329.2635	84.6729	601	181
1.czi	1eee9f63-e8f7-4c64-a2be-5f4e0be13b49	Cell			CNU	Polygon	2608.8	1848.7	1556.588	147.5794	0.8981	53.3567	38.8628	0.7219	400.054	169.5797	1591	190	333.1776	66.9497	548	190
1.czi	abb70f63-398b-48e8-8cd9-6e54be3c3e0f	Cell			CNU	Polygon	2359.3	1926.4	1446.1099	136.9468	0.969	46.334	40.2353	0.447	331.3108	81.0727	663	193	293.382	47.749	444	193
1.czi	7dd4fcf9-61f9-485c-b9f3-06346c15b719	Cell			CNU	Polygon	2632.5	1934.9	1216.0844	125.1827	0.9752	41.058	37.896	0.223	421.3378	281.3484	2106	173	297.1111	71.6343	589	173
1.czi	41fabd67-f574-4573-bdc5-70582c06368f	Cell			CNU	Polygon	2782.8	2208.9	2290.361	208.0755	0.6648	71.1973	47.989	0.7736	293.3937	56.9164	523	188	265.3068	36.7168	455	188
1.czi	a5aae579-1e0a-40a6-a4d4-c23cebc4f359	Cell			CNU	Polygon	2866.3	871.82	1426.3227	135.7991	0.9719	45.1475	41.2614	0.3848	352.2991	92.6909	695	203	306.8333	51.9872	472	203
1.czi	deaf0efb-45b5-428b-b25a-ea727b4c2004	Cell			CNU	Polygon	3261.8	1038.3	1653.8748	148.621	0.9409	51.6936	41.1605	0.5841	276.5085	60.3547	490	175	247.5949	39.3808	490	175
1.czi	6a3fa44b-1b45-439f-9a49-fb12cfc1076d	Cell			CNU	Polygon	2946.8	1067	2702.593	204.9661	0.8084	76.6577	44.5061	0.8363	364.7574	113.7429	815	181	296.3693	66.1952	606	181
1.czi	b5242697-2ae9-4bb5-92dc-221ac7582660	Cell			CNU	Polygon	3407.7	1211.4	1686.0289	150.4178	0.9364	51.6605	42.3292	0.5593	285.4457	49.7732	477	183	263.4577	36.5606	438	183
1.czi	17a72cf7-4e52-4348-bc02-d88d0487f7bc	Cell			CNU	Polygon	2927.8	1221.7	1806.4006	157.7997	0.9116	55.413	38.9877	0.7082	403.989	150.2366	927	196	321.5269	77.6433	545	196
1.czi	08160185-5994-4a9d-abaa-430418cc56ce	Cell			CNU	Polygon	3596.3	1294.1	1509.5936	140.8778	0.9558	48.0569	39.3413	0.5762	331.6217	107.1653	759	179	279.5077	60.3526	458	179
1.czi	50836d6e-1712-4707-b32f-dc9a6b8153b2	Cell			CNU	Polygon	2955.6	1304.4	1592.04	146.1417	0.9367	51.8774	40.6887	0.6061	266.9162	45.2557	484	193	244.3309	21.1826	318	193
1.czi	8f5a3465-4259-4a70-9263-3107d5a285dc	Cell			CNU	Polygon	3230.3	1299.9	1228.4514	125.9461	0.9732	41.5433	38.012	0.3871	256.2503	70.6062	640	174	230.7078	15.8602	284	174
1.czi	f9c61192-f3e3-4af9-881c-d00dd15cf0aa	Cell			CNU	Polygon	3557.6	1323.7	2065.2823	175.7682	0.8401	64.2625	40.2081	0.7956	599.1691	295.7531	1752	220	439.8773	134.3649	827	220
1.czi	4db84fcc-f033-4ef9-a8ca-5b024b2905ba	Cell			CNU	Polygon	2847.6	1322.1	1978.7136	168.8696	0.8719	61.8297	41.0342	0.7596	508.132	208.8527	1365	215	398.369	102.9695	790	215
1.czi	4d9c65ae-d260-4867-ae73-3699318e8525	Cell			CNU	Polygon	3267.7	1341	2108.1544	176.5276	0.8501	68.8419	39.7415	0.8339	384.2835	114.2407	729	180	319.6496	61.4695	511	180
1.czi	a471c159-5e52-4244-b4f8-e0ff82659d72	Cell			CNU	Polygon	3322.3	1422.5	2920.2515	212.7094	0.8111	77.6101	50.3527	0.7714	433.502	136.9177	1455	190	374.297	90.111	599	190
1.czi	64d1880a-01ff-4bca-a19d-25662903774f	Cell			CNU	Polygon	3668.4	1449	2219.4571	180.7438	0.8537	61.8104	43.9886	0.7188	400.6348	135.4176	827	204	330.8761	80.3407	592	204
1.czi	6cd5b427-f581-40f8-9f34-d13f2b3ecd16	Cell			CNU	Polygon	3567.3	1495.6	1426.3227	135.6655	0.9738	46.332	39.8465	0.4957	331.4864	123.2284	685	198	262.7733	40.4651	418	198
1.czi	e5cbf376-1dd3-4040-afd9-0eb07c769583	Cell			CNU	Polygon	3229.9	1536.8	1921.8256	172.2808	0.8137	62.1106	42.7539	0.7648	382.1554	284.6039	2109	181	257.7786	61.0815	700	181
1.czi	a140fbd7-10f6-449a-8e5f-2b147ae7bd09	Cell			CNU	Polygon	3423.5	1538.8	2132.0639	173.6608	0.8884	62.6069	44.8697	0.7068	674.0135	264.1655	1697	236	528.8092	165.3557	1072	236
1.czi	5d66c948-e5b3-4bb6-8793-794c3395016a	Cell			CNU	Polygon	2912.5	1537.2	1744.5658	155.1956	0.9102	55.7405	40.4256	0.6991	529.4239	277.7114	2387	207	409.1488	149.1625	920	207
1.czi	4ec7fb3f-c9f0-4728-8af9-09abd72af37d	Cell			CNU	Polygon	3359.4	1554.7	1538.4498	143.3121	0.9413	51.338	38.9513	0.6483	860.6231	436.1537	2420	208	652.4828	290.6954	1297	208
1.czi	252b3739-5fac-4615-b1b6-a87d4a20ae8b	Cell			CNU	Polygon	3255.1	1577.8	1930.0702	169.3208	0.846	60.5868	38.7063	0.7886	403.8126	132.8397	978	199	333.7946	79.6951	570	199
1.czi	4f752851-308c-47c4-8b0e-77213657051d	Cell			CNU	Polygon	2865.2	1606.7	1798.9804	159.6822	0.8866	58.2555	39.0996	0.7664	360.1566	126.5635	751	186	290.2393	61.2498	523	186
1.czi	e7d99cea-1f93-4e95-898f-cbda10cceafc	Cell			CNU	Polygon	3479.3	1652	1370.2592	134.4058	0.9532	46.4328	36.4549	0.5771	258.5939	47.2068	519	185	243.0177	28.709	431	185
1.czi	eee8a79e-b658-4b95-93a6-720a089fd290	Cell			CNU	Polygon	3461.7	1776.5	1328.2115	130.8885	0.9743	42.6944	39.4842	0.31	772.5697	376.6874	2625	222	623.2832	220.368	1171	222
1.czi	f79ed0fc-e426-4f9a-86da-d4cedd0c9c3b	Cell			CNU	Polygon	3235.9	1870.2	2649.8273	199.5536	0.8362	67.0908	52.9324	0.6322	407.8531	161.6158	1338	187	328.0785	83.8213	569	187
1.czi	253b192f-01a9-4db1-8f7e-d15db4882173	Cell			CNU	Polygon	3108.3	1870	1513.7159	142.7281	0.9338	52.151	38.2727	0.6769	257.0327	57.2148	551	179	228.3724	16.4581	296	179
1.czi	989c3679-b8f3-436e-bf2b-2aa2fea51756	Cell			CNU	Polygon	3534.9	1878	1395.8176	134.4563	0.9702	43.9667	40.325	0.3957	795.1019	418.6562	2469	202	602.3175	282.8384	1316	202
1.czi	01b8b391-b9b0-4a75-a0a7-8aca94661d36	Cell			CNU	Polygon	3216.6	1908.4	1213.611	126.7995	0.9485	43.2529	34.6332	0.5944	267.2754	59.0651	474	172	247.707	45.9877	419	172
1.czi	172dcf09-fb0f-4053-b129-6630fd1d32b0	Cell			CNU	Polygon	2942.1	1943.8	1677.7842	150.756	0.9277	50.7837	43.1676	0.5472	311.0113	64.165	637	202	284.3156	30.3778	380	202
1.czi	b69233ad-efae-49cb-837a-822c7ec04633	Cell			CNU	Polygon	2858.6	1959.1	1468.3704	139.8923	0.9429	47.8329	39.3511	0.5909	572.9158	221.8673	1542	206	476.4134	136.2165	908	206
1.czi	c05391dc-6af3-4d2f-bb72-d64416d11dcd	Cell			CNU	Polygon	3493.9	1962.7	1565.6571	143.8205	0.9512	50.2991	40.4671	0.6107	387.2612	160.0451	933	191	301.7653	72.4415	593	191
1.czi	ac11ed94-8dc0-4555-9dfe-47ce28706ca0	Cell			CNU	Polygon	2840.9	1995.1	1569.7795	147.1176	0.9114	50.8517	40.5052	0.6397	709.6735	314.1863	2722	226	587.2124	167.6755	984	226
1.czi	9464acae-ee71-4d3b-86da-45f7b4ebdff9	Cell			CNU	Polygon	3460.3	2010.1	1532.6786	146.4431	0.8981	51.7492	39.077	0.6632	292.3228	58.8165	581	201	266.9461	31.2305	406	201
1.czi	bd8a764a-7194-4c89-ba44-bb86cbff6c2b	Cell			CNU	Polygon	3495.5	2069.5	1827.0122	160.5164	0.8911	60.2175	39.6286	0.769	284.4845	54.3157	489	197	257.5366	26.128	376	197
1.czi	e16cd90b-5736-496a-959f-c7f4fd56808d	Cell			CNU	Polygon	3573.9	2077.3	1375.206	134.533	0.9548	47.1271	36.5935	0.5934	283.048	90.7723	1036	181	252.8426	36.7652	421	181
1.czi	defa5e51-6326-4452-9f2c-b63990bb64ce	Cell			CNU	Polygon	3137.6	2120.5	1716.534	151.8869	0.935	51.1705	44.9437	0.4366	345.0586	79.1881	666	187	310.8776	62.0129	558	187
1.czi	345cfa87-a600-4418-9184-17f8fcaee0fb	Cell			CNU	Polygon	3400.1	2166.3	1761.0551	153.1124	0.944	53.3205	43.7583	0.5623	438.5305	150.8631	1025	202	357.8982	93.4922	628	202
1.czi	72f1299f-1b70-45b7-b642-fcbf4c4fd5ca	Cell			CNU	Polygon	3670.4	2185.1	1982.8359	170.4493	0.8576	61.4316	43.2945	0.7452	740.5177	324.2977	2620	269	587.1738	144.6319	1008	269
1.czi	6542a5c2-ac9f-4763-b46b-8cb52c5b6207	Cell			CNU	Polygon	2595.3	2190.6	1157.5475	122.0706	0.9762	40.7307	36.8756	0.3892	265.2384	89.3389	784	192	236.6242	15.6532	292	192
1.czi	b3a5d943-ab19-4fe9-bd36-00ca4e6d22c6	Cell			CNU	Polygon	2038.3	2281.6	1333.1583	130.9724	0.9766	42.7655	39.8073	0.2424	305.4694	53.8395	576	205	284.5012	29.5769	391	205
1.czi	9ff8a706-9362-48c9-86f4-12ec1c73ca2b	Cell			CNU	Polygon	2128.2	2374.9	1620.0718	147.1295	0.9405	50.883	42.3755	0.5051	332.6348	78.2714	577	194	296.5348	52.1434	489	194
1.czi	8242911f-3e7f-4d0e-9777-ab988af8284a	Cell			CNU	Polygon	2519.2	2460.3	1476.615	140.3297	0.9423	47.8276	41.0069	0.4828	272.5145	39.6331	519	197	257.8426	21.0423	325	197
1.czi	3502ab1c-0443-4f57-b7e2-d901c2e11bad	Cell			CNU	Polygon	2718.8	2592.1	1906.9852	166.9378	0.8599	58.5587	44.9119	0.6558	412.0497	111.0524	844	195	358.1433	65.2079	507	195
1.czi	71a25f36-e286-45cf-ad7f-983651e98935	Cell			CNU	Polygon	2503.2	2612.8	1678.6087	151.4012	0.9202	55.2403	38.4375	0.7229	281.208	53.1838	471	193	253.4162	25.6071	341	193
1.czi	7b077e24-5f0a-4f88-acee-11798baf4901	Cell			CNU	Polygon	2269.7	2626.8	1150.9517	121.8205	0.9746	39.4393	37.5242	0.2362	265.6926	75.9129	665	193	238.3756	15.5573	291	193
1.czi	d403bf46-a08a-4a1d-906f-b6935403e4f3	Cell			CNU	Polygon	2353.4	2681.1	2516.2641	208.893	0.7246	81.1841	39.1273	0.8921	274.7629	64.0422	643	186	244.4993	24.9727	406	186
1.czi	77f48dc0-bfe1-455c-bc53-02dd08e1f1b5	Cell			CNU	Polygon	2469.3	2733.2	2354.6692	198.2709	0.7527	65.095	49.2134	0.7145	377.1141	113.8364	1085	206	325.2678	55.0524	486	206
1.czi	a67cfc0f-69af-4042-8873-ea830cf76f2b	Cell			CNU	Polygon	2676.5	2754.8	1524.4339	144.1088	0.9224	48.8032	41.86	0.5497	301.8077	54.8687	579	203	279.3107	29.8982	389	203
1.czi	442adbf1-bbbc-4336-995e-afa28309e24a	Cell			CNU	Polygon	1755.2	2818.1	1620.0718	153.7413	0.8613	57.126	35.9673	0.7811	403.7253	47.7642	595	305	386.044	32.9553	505	305
1.czi	485fbc80-abb1-4206-b74a-c46c67e596da	Cell			CNU	Polygon	2595.8	2876.6	1651.4014	151.2632	0.907	56.2406	38.6546	0.7293	318.8279	64.6035	742	212	291.8715	30.5491	380	212
1.czi	97e81c0f-eb9c-4705-b0f4-c2d238eb3071	Cell			CNU	Polygon	2296.5	2884	1597.8112	149.0692	0.9036	51.0565	41.6176	0.5709	289.9469	60.715	700	198	265.1957	22.999	346	198
1.czi	c222ac48-49f7-494e-b0f5-4365b5c685e6	Cell			CNU	Polygon	1675.1	2901.2	2262.3292	183.7554	0.8419	68.8744	43.3531	0.8079	413.9571	58.5596	596	278	381.4638	36.4295	497	278
1.czi	a991a4d6-f355-4251-bcdd-7ceaf8da9c0a	Cell			CNU	Polygon	1986.6	2929.7	1602.758	148.3577	0.9151	55.2596	37.2391	0.748	371.2244	113.66	853	196	313.0565	57.9805	492	196
1.czi	46a75b66-230a-4f61-b2d6-bad30137d9a8	Cell			CNU	Polygon	1871.4	2941.3	1416.4292	137.5008	0.9414	49.4383	36.8338	0.6638	603.0384	353.9938	2318	216	440.9036	130.7149	800	216
1.czi	ea0baca9-28b6-467e-ad62-5f7ed6a1fccb	Cell			CNU	Polygon	1459.8	2975.9	1388.3974	134.462	0.965	46.3685	38.9827	0.5435	368.5207	96.8504	657	190	322.1193	57.4019	466	190
1.czi	dead6bff-63ab-4b12-8486-66b6ce44a2c0	Cell			CNU	Polygon	2756.3	3009.4	1415.6047	136.4357	0.9556	46.411	38.9828	0.4783	332.6294	60.8448	647	215	308.3068	34.7356	408	215
1.czi	04b83fce-da28-4d52-a38f-dd10e1998fc3	Cell			CNU	Polygon	1894.3	3036.5	1930.8947	166.5935	0.8743	56.3312	44.5233	0.6238	270.6642	46.7745	440	181	245.444	20.8065	319	181
1.czi	cfcb0f14-c04b-4d5b-ac30-aaac0fd5fcd1	Cell			CNU	Polygon	1746.3	3114.6	1712.4117	154.1485	0.9056	56.8709	36.4028	0.7581	282.6014	71.5988	643	185	246.0956	26.2082	341	185
1.czi	b568c22c-0ebf-4b0d-a16b-5f3b4d6064f8	Cell			CNU	Polygon	1921.3	3142.8	1258.9565	127.5265	0.9728	41.5138	38.4583	0.2637	293.0503	78.9748	752	191	260.4857	29.7353	349	191
1.czi	04da0072-1328-4650-9089-23715f58e622	Cell			CNU	Polygon	1787	3202.4	1491.4554	141.3055	0.9386	48.9181	39.7949	0.5832	294.7307	57.7456	525	201	266.42	26.7111	352	201
1.czi	818fa5d6-e8a6-496c-8a9a-be26b76123f6	Cell			CNU	Polygon	2059.9	3263.9	1520.3116	144.9172	0.9097	53.9916	36.16	0.7556	268.9404	70.4926	608	170	239.1297	27.1123	364	170
1.czi	4c199cc3-f4b5-472a-aca9-ded626c19c2a	Cell			CNU	Polygon	2298.4	3261.1	1351.2965	133.6589	0.9505	45.4356	38.6912	0.5334	260.6732	60.5026	736	188	241.1089	22.6839	319	188
1.czi	a9717651-b87c-4e8d-803b-c4111f16773d	Cell			CNU	Polygon	2732	3380.1	1837.7303	163.0813	0.8683	59.272	42.6934	0.7277	340.823	62.7609	608	205	312.7075	37.0794	459	205
1.czi	1b6572af-34da-408c-8057-c7e5f2dcbb9d	Cell			CNU	Polygon	3571.1	2174.2	1954.8041	173.6156	0.815	66.4914	41.6027	0.7962	276.2157	45.3375	472	191	251.7352	25.5283	357	191
1.czi	594b7231-a2cc-4786-84f7-47d4b412db1e	Cell			CNU	Polygon	3653.2	2276.8	1911.1076	164.3598	0.889	56.1014	45.2816	0.5434	318.3808	66.3591	598	205	284.4843	40.26	426	205
1.czi	05ec05bc-72b6-4568-a477-9468ff985811	Cell			CNU	Polygon	3915.6	2315.8	1849.2728	162.5529	0.8795	59.4623	41.6827	0.7263	427.1791	149.7011	1451	208	364.5813	73.8005	615	208
1.czi	8afc589d-dcac-45e5-911f-b2ac9713665a	Cell			CNU	Polygon	3358.6	2326.6	1444.4609	142.2103	0.8975	52.3484	37.4579	0.7217	283.2474	58.0379	551	193	262.2598	41.4003	407	193
1.czi	fb25a70b-afd4-46ea-b382-e07558c0d4d9	Cell			CNU	Polygon	3720.9	2335.8	1452.7056	140.9527	0.9188	49.8981	38.3001	0.6599	471.4139	174.88	1380	200	402.8015	95.3089	648	200
1.czi	6c1804a9-b5e9-40fb-91c4-493838502e8e	Cell			CNU	Polygon	3872.7	2335.3	1731.3744	153.9335	0.9182	52.2033	44.5583	0.5057	604.2153	280.6035	1639	212	438.9141	150.4115	933	212
1.czi	86104cce-9188-4057-8423-09611bf27424	Cell			CNU	Polygon	4007.4	2367.5	2052.9154	177.5629	0.8182	66.7077	41.2979	0.7978	335.8029	95.2378	802	195	291.4412	57.2035	518	195
1.czi	01d3166f-3183-4f86-94da-7b797ff56e2e	Cell			CNU	Polygon	3849.5	2365.5	1391.6952	139.739	0.8956	50.3268	35.1126	0.7273	339.3935	105.407	787	200	294.3578	72.044	620	200
1.czi	dd782508-58a8-46eb-aaa8-9cbcfd8ab6f4	Cell			CNU	Polygon	3772.4	2396.2	1835.2569	160.7829	0.8921	57.0069	38.6668	0.7476	1038.3053	522.5362	3889	229	815.896	300.5817	1672	229
1.czi	c9f9b373-7412-497d-b664-72adb468228e	Cell			CNU	Polygon	4044.2	2409	1436.2163	139.1108	0.9326	48.705	37.3446	0.6397	375.2744	127.3375	1265	209	327.9444	57.145	545	209
1.czi	59f1c8df-27a0-4976-adaf-142a1fbfbb64	Cell			CNU	Polygon	3959.6	2421	1347.9986	133.8395	0.9457	46.9815	38.136	0.5794	701.1543	321.2145	2635	268	581.1551	132.7513	931	268
1.czi	ea89aae7-7853-488a-bf07-a9e0b9d3866a	Cell			CNU	Polygon	4068.5	2466.6	1814.6453	165.6881	0.8307	62.0405	38.5169	0.796	400.1488	131.841	1049	219	336.7454	57.9542	512	219
1.czi	a91a9291-60ac-4093-89c9-d46582e54cad	Cell			CNU	Polygon	2929.6	2474.9	1733.8478	156.1465	0.8936	58.2832	37.2624	0.7776	327.326	96.1013	712	189	279.8305	52.2764	429	189
1.czi	dc0b8aaa-5f8d-4f5d-b6b5-6d3fd15cfee2	Cell			CNU	Polygon	3757.9	2482.2	1361.1901	133.6561	0.9575	46.0817	38.5231	0.5511	275.1897	51.7027	563	199	251.7761	19.9576	333	199
1.czi	a5b21887-a6c5-48e8-8897-2b5e3e619ffb	Cell			CNU	Polygon	3977.2	2505.5	2108.1544	173.9534	0.8755	56.5071	51.0045	0.3445	369.9973	124.1019	945	199	298.7364	54.5263	495	199
1.czi	7059de25-d6aa-4dd7-abda-fa0cdc465605	Cell			CNU	Polygon	4066.6	2524.7	2192.2498	189.9477	0.7635	75.4712	39.5597	0.8646	417.2673	200.5887	1501	181	310.6706	77.4096	633	181
1.czi	4fb316eb-3aa9-4807-b268-e7e4443db07d	Cell			CNU	Polygon	3906.9	2518.2	1809.6985	160.9148	0.8783	55.5381	44.3854	0.6443	433.1946	139.4825	1024	215	364.561	78.2531	578	215
