Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: AF594 mean	Cell: AF594 std dev	Cell: AF594 max	Cell: AF594 min	Cytoplasm: AF594 mean	Cytoplasm: AF594 std dev	Cytoplasm: AF594 max	Cytoplasm: AF594 min
4.czi	ea89bf88-7a4b-416d-a262-90227137d900	Cell			CNU	Polygon	4125.9	3314.8	1889.6715	174.5546	0.7794	57.9373	46.4806	0.6538	578.256	216.077	1354	209	457.3741	146.3016	818	209
4.czi	2afab2d3-b266-4c54-8819-1e6967c14c8e	Cell			CNU	Polygon	4156	3309.9	894.5434	113.2302	0.8768	42.2973	28.0244	0.7591	561.6615	171.3483	1081	213	485.1997	129.7707	808	213
4.czi	cadaa426-166a-4857-81c7-bfa7ba7c2aa9	Cell			CNU	Polygon	4405.9	3316.7	1318.3179	130.4238	0.9739	43.5731	38.1196	0.4566	822.7408	329.2382	2153	292	676.6681	171.6606	1050	292
4.czi	9e6b167a-c001-40e5-877e-50160c822704	Cell			CNU	Polygon	3758.2	3356.5	2893.0442	239.4548	0.634	82.9392	55.5044	0.7745	525.8725	173.9464	1406	225	450.8142	102.5292	714	225
4.czi	efe9aee3-db50-4ce4-b055-f20295524486	Cell			CNU	Polygon	4454.6	3353.6	1943.2616	170.7861	0.8372	61.9459	42.1387	0.7672	731.0961	243.8231	1747	224	623.6221	152.9673	1170	224
4.czi	1f2a31f2-6255-4db4-acb4-a338e8d7b0ed	Cell			CNU	Polygon	4572.9	3351.2	1249.063	126.7196	0.9775	40.9938	39.2718	0.1665	379.5347	146.7477	1093	208	310.478	56.3472	529	208
4.czi	a09bb788-6f52-46e0-a188-981d455b9574	Cell			CNU	Polygon	4497.6	3380.6	1303.4776	133.7285	0.9159	45.0411	38.5918	0.5308	334.9186	93.7343	691	186	296.6384	59.2816	607	186
4.czi	aae42649-4a3a-4ea3-b3b2-e866ed6110f9	Cell			CNU	Polygon	4512.2	3421.4	2159.2712	180.8339	0.8298	71.5217	40.607	0.8411	444.055	95.5225	672	231	391.0674	65.962	589	231
4.czi	615b5af4-edd6-496c-b598-1e9f8e70a6db	Cell			CNU	Polygon	4312.1	3455	2095.7875	176.1869	0.8484	64.0287	42.0487	0.7579	471.6575	138.0963	987	214	403.1957	87.1779	648	214
4.czi	7c3911f4-4f25-4e97-96b1-d065c5a01b99	Cell			CNU	Polygon	4668.6	3453.8	1308.4244	130.7225	0.9622	42.2697	38.9511	0.2159	357.5075	79.824	734	196	330.774	56.2607	502	196
4.czi	c70a1289-3a42-432f-b08b-171b75c62f55	Cell			CNU	Polygon	4208.1	3480.5	1773.4221	158.1042	0.8915	56.1653	40.6635	0.7255	620.349	185.0126	1271	292	527.2663	102.3375	831	292
4.czi	8e357c8c-d3b6-4367-9a4a-b24cf39737e2	Cell			CNU	Polygon	4702.4	3491.6	2071.878	173.7014	0.8629	62.4445	42.3514	0.7511	377.5374	83.7874	788	197	337.8026	47.6049	511	197
4.czi	90d8fde4-ea5e-4edd-92f7-feb9f131f445	Cell			CNU	Polygon	4609.6	3488.8	1847.6238	164.2387	0.8607	57.3417	39.7374	0.7444	470.8132	139.3619	1046	212	408.1434	87.8396	602	212
4.czi	d91a1612-9065-4d88-b3bd-6d1b8ac4b62c	Cell			CNU	Polygon	4402.7	3492.1	1572.2528	145.5245	0.933	52.7238	38.4136	0.698	323.8276	76.2126	621	201	289.2681	44.3027	443	201
4.czi	ac29dafb-87f5-482b-b522-1402b6c6eb55	Cell			CNU	Polygon	4795.9	3503.8	1443.6365	140.8469	0.9145	49.7329	36.3829	0.6869	325.644	63.6736	488	195	308.1403	60.6035	475	195
4.czi	4ca90213-ea48-4eac-a950-71b9dab0c162	Cell			CNU	Polygon	2316.2	3547.1	1775.071	159.8865	0.8726	61.4686	37.888	0.7937	409.9865	102.6259	820	221	360.9942	61.5493	505	221
4.czi	4acdbe1f-af2d-427a-8246-8ef6188e0eb6	Cell			CNU	Polygon	2755.2	3592.1	3048.8679	240.9161	0.6601	97.127	40.2229	0.9258	263.9524	56.756	643	183	236.0213	18.9658	326	183
4.czi	9328b4f9-4bd2-4fae-8c11-442c48607ad0	Cell			CNU	Polygon	2503.3	3636.2	1470.0193	138.7259	0.9599	47.8673	39.6418	0.5731	351.9866	73.1446	618	222	316.5046	39.5629	417	222
4.czi	258748a5-4b85-40e8-a9ec-1bc0522bbbbb	Cell			CNU	Polygon	2503.5	3756.9	1409.8334	135.4929	0.965	45.7292	39.2999	0.4822	306.3151	53.9349	537	198	280.8419	28.9457	367	198
4.czi	1674e5e9-592f-4839-96b2-8b550fac7182	Cell			CNU	Polygon	2638.5	3846.2	1649.7525	149.5267	0.9272	52.7138	39.2512	0.6617	344.9805	65.6131	651	211	313.4982	35.7288	417	211
4.czi	8ee877d3-511b-4907-87bf-80c92abe6226	Cell			CNU	Polygon	3169.4	4243.5	1443.6365	137.991	0.9527	46.5348	39.1493	0.5252	352.4469	73.2769	634	215	317.6067	35.248	408	215
4.czi	c66005e5-5caf-481a-95e5-ea0821950fb2	Cell			CNU	Polygon	3245.4	4536.6	1255.6587	127.2833	0.974	41.2441	39.3888	0.18	268.5102	64.8436	666	193	244.944	18.4078	311	193
4.czi	27e5cd98-2ebc-4088-9092-18cb998a7367	Cell			CNU	Polygon	3970.5	3539.2	2113.1012	176.8377	0.8491	62.6582	44.9456	0.732	370.903	106.2661	877	195	320.3068	60.3911	491	195
4.czi	e315a76d-dc60-4821-b57d-839c6248e8b4	Cell			CNU	Polygon	4030.9	3555.6	2584.6946	198.6231	0.8233	71.4631	49.5536	0.7456	444.9971	131.536	1165	208	375.0764	76.5597	634	208
4.czi	e08f36e9-85d1-4093-92b7-dd30ada4570e	Cell			CNU	Polygon	3567.7	3553.3	1315.8445	130.0322	0.9779	43.0117	38.9512	0.4091	347.271	52.6153	695	239	328.8581	27.7424	454	239
4.czi	14d64774-2d48-4f60-8e26-aa2d5f68c353	Cell			CNU	Polygon	4424.7	3577.7	1732.1989	155.9484	0.895	51.7772	45.0738	0.5154	492.01	129.106	966	239	425.4485	76.7965	629	239
4.czi	1354e044-4fcf-446a-a2bb-ea1e2cb037c6	Cell			CNU	Polygon	4554.9	3596.1	1376.0304	134.1336	0.9611	46.8049	37.7645	0.5901	309.924	59.9983	543	207	281.481	29.7693	372	207
4.czi	c7c6a135-ab08-414a-8b51-5aba7ea850f8	Cell			CNU	Polygon	4126	3621.7	1914.4054	166.9434	0.8632	59.3824	42.1929	0.7251	278.362	64.5729	528	182	242.8537	23.3259	345	182
4.czi	27c2b170-3047-4a60-b7c7-d36859d2caeb	Cell			CNU	Polygon	4446.3	3621.1	1958.102	167.1793	0.8804	57.7231	46.257	0.6321	508.4722	135.7412	1004	252	440.0241	85.0563	664	252
4.czi	4a314a3f-50f1-412b-ab05-9d7465335be5	Cell			CNU	Polygon	4594.4	3632.8	1432.9184	136.6508	0.9643	47.2277	38.5232	0.554	292.5011	50.0026	495	206	271.1392	34.0536	495	206
4.czi	287f38f1-fd88-47fe-9644-a271094db2a0	Cell			CNU	Polygon	4513.1	3636.1	1473.3172	141.3658	0.9264	49.2044	38.0788	0.6293	408.3141	130.2935	962	204	355.6838	74.7469	515	204
4.czi	461a52d4-fad9-4ace-8689-cd907c81ca5d	Cell			CNU	Polygon	4670.5	3653.4	1277.9192	129.6857	0.9548	42.8585	37.5563	0.4719	296.0658	61.8597	791	199	277.468	37.7184	405	199
4.czi	63b3bbcd-dbdc-45dd-83f8-fc0723896396	Cell			CNU	Polygon	4402.5	3676.4	1962.2243	168.4301	0.8692	62.4847	40.473	0.7809	430.0395	119.5337	810	223	368.0283	76.6037	562	223
4.czi	ad3ac2af-8a29-463f-8547-959674e0990c	Cell			CNU	Polygon	4550.1	3708.3	1201.244	132.4546	0.8604	48.6492	31.1414	0.7759	565.1432	234.0989	1202	213	451.379	149.768	887	213
4.czi	231fb4d6-634a-4e12-9da2-196a0dd67231	Cell			CNU	Polygon	3940	3724.3	2360.4404	196.7688	0.7661	80.2861	38.4882	0.8862	386.7956	73.1119	680	229	350.0486	42.8106	469	229
4.czi	1941402d-f3f2-4087-9c42-59c2a3a0ac59	Cell			CNU	Polygon	4544.7	3742.9	1967.1711	179.0381	0.7712	59.4513	49.7065	0.5831	660.6291	219.5262	1517	235	554.5526	144.9792	1010	235
4.czi	1637ded4-b8c3-472e-b7b4-cee1d41cccfb	Cell			CNU	Polygon	4625.3	3740.8	1508.7691	141.9775	0.9406	49.2419	40.2353	0.5729	444.97	106.5562	777	217	398.5509	78.1764	597	217
4.czi	318246af-cf98-4654-9aa9-9b63fc651377	Cell			CNU	Polygon	4295.6	3750.3	1613.476	149.7339	0.9043	53.448	38.5767	0.6982	316.5347	74.811	620	208	281.7909	43.6969	436	208
4.czi	b489a65e-1459-41cb-a590-6fbd3fd86e02	Cell			CNU	Polygon	3838.7	3798.5	1632.4387	152.2674	0.8848	55.1438	40.4835	0.673	552.2696	138.846	1316	297	493.9039	63.9012	676	297
4.czi	bf6cc79d-0113-48c4-8bf2-2cffefca6990	Cell			CNU	Polygon	4342.5	3814.5	1845.1504	162.9901	0.8728	56.3175	45.1792	0.6401	435.3451	116.5395	971	233	384.9568	63.477	551	233
4.czi	80a801b8-90bf-44c9-a3e1-66685a548ecc	Cell			CNU	Polygon	4774.6	3837.2	1769.2997	154.842	0.9273	55.7924	39.7552	0.7051	360.2687	79.5187	569	212	317.0249	47.229	457	212
4.czi	93b8bcc3-1b99-4ed5-8737-9923b5cf4680	Cell			CNU	Polygon	4278.6	3835	1382.6261	135.3046	0.9491	46.935	38.371	0.5613	379.4122	70.2521	704	223	352.901	47.4446	479	223
4.czi	66545850-d69f-40b0-a72e-a9dc10a3c107	Cell			CNU	Polygon	3736.1	3841.9	1294.4085	128.74	0.9814	41.7367	39.8073	0.085	344.8571	66.6569	587	213	317.7298	43.5554	435	213
4.czi	84b913d9-a178-4580-ac9f-7534b933ac54	Cell			CNU	Polygon	4490	3858.8	1740.4435	157.8605	0.8777	56.6818	37.3471	0.7617	442.0402	135.3365	1147	227	383.4314	65.3948	548	227
4.czi	2e448cfb-242d-4a34-8dea-ea558fdf0934	Cell			CNU	Polygon	4404.8	3865.1	1336.4561	132.0612	0.963	43.3909	38.8041	0.4247	482.3681	146.629	994	212	417.5481	86.9726	603	212
4.czi	1a8fc145-0e60-4895-b7c4-f954714f95cc	Cell			CNU	Polygon	4274.3	3888.3	1603.5825	146.6601	0.9369	51.0506	39.0828	0.638	377.6855	66.1323	681	240	350.0686	40.7965	467	240
4.czi	82da1717-b74c-4d1b-bb3d-226a444f0248	Cell			CNU	Polygon	4222.3	3947.4	2346.4245	192.938	0.7921	70.2753	44.5119	0.7966	364.8776	90.039	655	211	316.3152	53.4094	484	211
4.czi	ccb3d03e-60a2-4111-b9ee-d19285a20fd6	Cell			CNU	Polygon	4313.9	3987.7	1287.8128	129.2829	0.9682	43.364	38.4178	0.4376	809.9253	317.7888	2730	390	679.2967	114.1196	969	390
4.czi	c49009df-adc4-4813-9f94-e10b6bae9815	Cell			CNU	Polygon	4510.3	3998.8	1898.7406	163.1513	0.8964	54.6938	47.0073	0.5161	413.6749	75.7619	709	234	379.3577	54.194	511	234
4.czi	e2227e78-0a76-44da-bd8c-7154b240b376	Cell			CNU	Polygon	3778.4	4011.6	1366.9613	135.3428	0.9378	48.058	36.6115	0.6448	289.1351	66.3894	598	196	263.4841	31.0098	368	196
4.czi	f720ef2c-0f4d-470e-9b7a-c9e9d4507a7b	Cell			CNU	Polygon	4697.6	4068.1	2927.6717	224.9902	0.7268	86.7111	41.5426	0.8919	322.9302	75.5219	580	194	282.9294	45.6019	445	194
4.czi	a2a0cbdc-7e07-46de-a280-f9d0f0457afb	Cell			CNU	Polygon	4546.5	4068.6	2090.8407	175.6114	0.852	66.2207	39.5714	0.8083	335.9744	53.0609	590	215	313.5137	41.5715	498	215
4.czi	e31de79b-93fc-4a8a-aba1-819e58ccebf3	Cell			CNU	Polygon	4365.4	4084.7	1344.7008	133.1951	0.9525	47.3282	36.3831	0.6433	709.782	204.8401	1745	374	627.0622	112.536	1390	374
4.czi	ad15f24e-a5fc-44d1-b95c-7e3c09d7b9b8	Cell			CNU	Polygon	4463	4106	2100.7343	177.9326	0.8338	61.3352	44.6268	0.7057	574.83	177.1532	1711	252	487.2099	104.6477	1711	252
4.czi	26dc0fa9-82c5-4a2c-9460-d89e566169ee	Cell			CNU	Polygon	3611.7	4140.4	1708.2894	154.2181	0.9026	56.8547	37.9177	0.7599	371.592	89.0454	756	224	328.0488	39.2968	437	224
4.czi	860b9453-ecc2-465e-9627-ca3c5debed08	Cell			CNU	Polygon	3325.1	4155.8	1633.2632	148.0909	0.9359	53.7598	38.2896	0.7042	381.952	82.8722	753	228	342.5088	42.0062	464	228
4.czi	94b94f22-8baf-4ac0-b62b-7b593fb16e20	Cell			CNU	Polygon	4375.5	4172.9	2291.1855	190.6522	0.7921	65.2694	45.1701	0.7773	349.0101	86.3652	868	192	312.8763	58.3745	641	192
4.czi	48af0163-3736-43a9-8e84-3f937c112a6d	Cell			CNU	Polygon	4203.9	4200.9	1458.4768	147.3112	0.8446	55.6147	34.0331	0.8199	576.2198	184.3089	997	250	478.3524	124.3799	832	250
4.czi	17ffc57f-f797-47bd-a460-8f23f73d7aa0	Cell			CNU	Polygon	4233.9	4213.6	1474.9661	148.0786	0.8453	56.058	33.9786	0.8106	604.5031	202.7056	1514	273	510.2576	121.983	835	273
4.czi	b4423cda-500a-4971-9324-dccfadb84a61	Cell			CNU	Polygon	4313.8	4211.4	1028.1066	117.9721	0.9283	40.7969	31.4194	0.6348	521.2384	196.5271	1600	286	448.4121	73.8994	800	286
4.czi	495128c7-9cdd-4fd1-842b-37838a183ac8	Cell			CNU	Polygon	4279.8	4239.2	2767.7256	220.0635	0.7182	81.4943	45.6643	0.8437	528.91	139.4436	1135	222	456.6404	90.6028	682	222
4.czi	40b8a31f-dac7-44d9-8351-26521ac30e6f	Cell			CNU	Polygon	3955.5	4232.8	2049.6175	171.9712	0.8709	58.4349	48.6442	0.6047	355.2804	82.2375	608	210	309.1936	50.2092	452	210
4.czi	519e09ea-72af-46d1-9d16-02b3a7162934	Cell			CNU	Polygon	4443.3	4268.2	2274.6962	183.1693	0.852	67.5447	45.4009	0.7673	447.6278	101.9663	884	207	398.1759	66.442	601	207
4.czi	f8348733-f3d3-4d5b-ada3-e9f0c6297808	Cell			CNU	Polygon	4179.3	4276.6	2001.7986	173.0742	0.8398	59.223	44.1521	0.7038	309.8934	79.1822	655	206	270.1638	27.3617	366	206
4.czi	84c938be-c6c6-4957-9df5-ba4918f6e850	Cell			CNU	Polygon	4259.5	4314.3	2131.2394	175.9939	0.8647	60.3562	46.0661	0.6356	362.4404	76.4514	634	213	321.6721	46.4931	448	213
4.czi	02d7b4d9-b223-41d2-90a7-e366b9e07eeb	Cell			CNU	Polygon	3879.3	4336	1257.3076	127.203	0.9765	41.2439	38.9827	0.1283	501.0524	160.9543	1158	255	427	71.045	661	255
4.czi	2e567611-6121-4f68-ba84-95301fc0b45b	Cell			CNU	Polygon	4051.7	4344.9	2005.0964	173.0641	0.8413	63.4387	38.0315	0.7948	358.567	79.2542	736	213	319.749	44.2734	441	213
4.czi	6a54b037-5643-456c-8d9b-f4388736df87	Cell			CNU	Polygon	4255.2	4394.5	1672.013	152.3361	0.9054	54.2761	39.2678	0.6889	536.3356	207.4809	1296	226	422.3235	106.4088	719	226
4.czi	89752eea-dd9e-4603-a63a-2d52a7e3d627	Cell			CNU	Polygon	4220.5	4412.6	1462.5991	146.7688	0.8532	55.19	33.443	0.8108	454.0107	149.3923	1054	219	384.1983	86.3473	595	219
4.czi	76a9963d-94d8-41c3-ad3a-dddfcf2b8267	Cell			CNU	Polygon	4164.4	4473.4	1450.2322	140.1324	0.928	51.42	37.5574	0.6878	468.0471	143.94	1277	227	414.1922	84.0681	614	227
4.czi	73b2b24f-cffb-4d52-88f6-3e875ea2f317	Cell			CNU	Polygon	3943.9	4478.8	1456.0034	137.8904	0.9623	48.3212	39.2014	0.5709	292.5728	58.6686	566	193	266.1119	31.7311	387	193
4.czi	f4a8c7ab-f2c9-4441-bf9c-20e15160c8e5	Cell			CNU	Polygon	3587.8	4481.7	1705.816	153.6452	0.908	52.5235	43.0434	0.5646	303.1823	55.3217	550	205	276.9219	26.5566	350	205
4.czi	77aff79d-bcf2-4003-88d8-6c500b4eba60	Cell			CNU	Polygon	3694.7	4556.8	1442.812	138.0124	0.9519	49.5677	37.239	0.6571	370.2111	112.9606	795	206	315.3847	54.0602	459	206
4.czi	2be01fa5-3346-42d7-bd04-37eeb3f554b5	Cell			CNU	Polygon	4113.6	4562.5	1357.8922	133.4115	0.9587	44.7867	38.9348	0.5006	336.4118	79.1676	742	202	306.5586	45.5703	438	202
4.czi	03a4b21b-2c67-4435-9a3b-ab145c135a04	Cell			CNU	Polygon	3656.3	4593.8	1384.2751	134.5842	0.9604	44.4686	39.4108	0.3977	464.0191	121.775	929	237	409.4249	73.8346	601	237
4.czi	c8e0d02d-60e0-4a26-aa3b-f06c76a1aef0	Cell			CNU	Polygon	3969.4	4598	1911.1076	167.7998	0.8529	61.0734	38.6443	0.7926	505.9353	184.4637	1259	216	419.051	96.4087	654	216
4.czi	c14f5846-76b9-49cf-bed3-fb704b63c59b	Cell			CNU	Polygon	3601.9	4617.4	1718.183	153.0021	0.9223	52.9652	41.0773	0.636	604.1115	188.2311	1255	264	506.7067	109.0148	829	264
4.czi	c568b59e-9b12-4e5c-9bb0-ee38cf920f5d	Cell			CNU	Polygon	3512.5	4618.3	1824.5388	161.4249	0.8799	57.286	39.1819	0.7483	478.4297	137.0743	1020	217	411.8463	82.3823	591	217
4.czi	037e0839-8d48-4318-919d-87a0b0d7a7d1	Cell			CNU	Polygon	3710.1	4624.7	1610.1782	147.5485	0.9294	53.268	38.2377	0.6916	313.0505	72.7796	586	208	275.74	31.1708	381	208
4.czi	0e4754f8-37ab-4f3f-8bf7-6e2584a16852	Cell			CNU	Polygon	3708.4	4709.9	1495.5777	139.7892	0.9618	48.9716	39.8073	0.567	380.0044	73.0534	599	209	348.6907	57.4513	550	209
4.czi	17bfae4d-21ca-4abe-98ef-79f867b8b302	Cell			CTX	Polygon	4187.2	1656.6	1488.1575	142.0276	0.9271	51.9949	38.7138	0.6811	355.5019	91.6125	790	211	315.3981	47.5131	617	211
4.czi	7b33bd18-2c66-4902-916a-10a3197d9903	Cell			CTX	Polygon	4186.5	1709	1455.179	138.9298	0.9474	48.4275	39.7949	0.5676	855.6295	569.4039	3982	238	596.2136	227.5067	1260	238
4.czi	773c6ade-65fa-424e-9251-2d0fa5f71c52	Cell			CTX	Polygon	4303.6	1724.1	1146.8294	122.6912	0.9574	41.0414	35.927	0.3832	827.1923	599.7493	4465	249	685.1668	570.2166	4465	249
4.czi	5c020b97-5c96-44ac-bee9-4f16008e7a83	Cell			CTX	Polygon	4272.3	1741	1482.3863	143.5527	0.904	49.561	37.7824	0.6635	501.0311	301.9023	1548	203	339.9433	98.3765	722	203
4.czi	7fe3054f-1e25-4637-acce-35c6cfbb6c25	Cell			CTX	Polygon	4107	1744.5	1297.7063	129.5773	0.9712	43.2849	38.9414	0.4058	328.3946	99.516	695	204	278.4885	35.3721	419	204
4.czi	2ece9510-caae-4460-bc33-c3637f205314	Cell			CTX	Polygon	4358	1746.8	1442.812	138.1759	0.9496	48.6358	39.1654	0.6062	291.3666	73.3567	570	198	253.132	23.6711	347	198
4.czi	66dcc0c8-a506-49c6-b340-10907d0d3e8e	Cell			CTX	Polygon	4320.1	1789.9	1549.1679	149.2463	0.874	53.7619	39.6228	0.7018	504.726	240.0061	1498	208	397.3331	138.0442	757	208
4.czi	3744afc2-01e5-4ea3-99ae-9d93eb1345f3	Cell			CTX	Polygon	4172.3	1823.6	1375.206	137.497	0.9141	46.9028	40.2126	0.5343	1267.699	426.216	2770	261	1106.6355	346.7363	1651	261
4.czi	c7220bca-f01b-4a61-a775-32d8e9288f20	Cell			CTX	Polygon	4199.8	1846.1	1056.1384	117.3317	0.9641	40.3974	35.3281	0.3768	1254.2457	425.313	3406	604	1101.4405	222.0248	1642	604
4.czi	4f6cba7f-259d-4f11-8f4e-c0f9a1f1ec0d	Cell			CTX	Polygon	4812.8	1872.4	1682.731	154.7173	0.8834	55.0932	40.8836	0.6649	806.1512	330.707	1953	253	650.1572	221.2315	1197	253
4.czi	afb0451c-b228-4eec-8a65-527b69aa855d	Cell			CTX	Polygon	4134.2	1893.8	2638.2848	200.9191	0.8213	66.6365	56.8212	0.5079	418.5456	84.4204	649	223	372.8347	60.7176	520	223
4.czi	9f1a9ce3-d993-4410-a19e-9abb03b1773f	Cell			CTX	Polygon	4240.4	1899.8	2717.4333	203.5574	0.8241	73.3663	50.7773	0.7476	599.6019	224.2835	1502	218	484.0339	146.4955	845	218
4.czi	46c53c3a-0e84-4013-b53f-1c5132f96f09	Cell			CTX	Polygon	4743.9	1899.6	1484.0352	137.775	0.9825	45.7372	41.5194	0.3738	374.1267	93.933	643	205	327.9328	64.0034	483	205
4.czi	4e027b78-875b-415d-8c21-f64960c914bd	Cell			CTX	Polygon	4536.2	1945.5	1352.121	133.4805	0.9537	46.7251	38.2797	0.5815	632.6699	266.283	1980	225	524.1616	139.5486	866	225
4.czi	4d93b747-2ab9-417d-a4e9-0a65d3ac4b3d	Cell			CTX	Polygon	3895.3	1967	1540.9232	144.5607	0.9266	51.7652	38.7256	0.6742	550.932	307.2175	1552	210	388.3753	129.6563	808	210
4.czi	037707cc-5d9a-4728-a5b1-e446e5e396df	Cell			CTX	Polygon	4231.8	1966.5	1534.3275	143.3144	0.9387	50.5276	38.5009	0.6537	348.0413	90.0749	659	209	300.9079	41.3605	429	209
4.czi	eda740cb-acff-45c3-8c2a-ae5be6f35079	Cell			CTX	Polygon	4362.7	2037.7	1496.4022	146.207	0.8797	52.6308	36.3831	0.7484	362.3073	232.5225	1667	197	264.7423	30.4493	403	197
4.czi	10bc17da-6fed-4d34-a4bc-f43dc2b1690b	Cell			CTX	Polygon	4259.4	2038.9	2010.8677	170.6025	0.8682	58.9421	45.6404	0.6557	458.9885	165.0539	901	210	372.2731	106.8111	755	210
4.czi	1932d3ab-5d7e-42db-aec5-467b55910fee	Cell			CTX	Polygon	3988.4	2041.8	1178.9835	127.0697	0.9176	44.4287	34.327	0.639	319.1655	81.9088	714	207	281.9207	39.2276	411	207
4.czi	e60c5aa7-72e4-4297-b1fa-57cd8ca5df77	Cell			CTX	Polygon	3974.4	2068.6	1073.4521	122.1413	0.9042	40.9324	33.2722	0.5823	295.6243	59.9437	1479	199	273.4582	50.5757	1479	199
4.czi	5c6919cf-bef7-405b-b9d7-a068dcbdab86	Cell			CTX	Polygon	4190	2096.8	2491.5302	194.7105	0.8258	63.7075	53.5441	0.3819	1078.163	418.7562	2650	279	882.8681	300.4647	1674	279
4.czi	ea3dbd6f-dd9d-444b-b0d4-81060f0740e5	Cell			CTX	Polygon	4493.8	2120.6	1920.1767	165.4233	0.8818	59.7227	40.3293	0.7383	534.7756	172.7699	1045	207	445.7474	120.8136	769	207
4.czi	8f17a5fb-316a-45a1-a884-4c4fad4b8203	Cell			CTX	Polygon	4325.5	2157.6	1328.2115	132.2977	0.9536	44.5064	37.9569	0.4858	1427.8641	708.9482	4746	353	1132.2423	399.2262	2088	353
4.czi	b62714e5-12e7-4465-8617-cc3a8592350f	Cell			CTX	Polygon	4535.2	2171.4	1250.7119	127.6721	0.9642	42.7106	37.2432	0.4293	685.8914	274.3575	2071	279	577.8216	133.3047	878	279
4.czi	09858ea7-5c1a-4a6d-9fb0-1876abc04bcc	Cell			CTX	Polygon	4160	2180.5	1681.0821	152.7512	0.9054	54.0534	38.3433	0.705	832.387	322.1068	2288	237	688.339	201.0968	1151	237
4.czi	e0640e74-7ee0-498e-a42b-9d8a455ec34b	Cell			CTX	Polygon	4249.6	2188.9	1818.7676	164.7216	0.8423	57.8672	44.6057	0.6539	572.8513	157.2452	1506	258	505.4304	87.4155	712	258
4.czi	5c358b24-1164-4bb1-938e-62aa5ce84f84	Cell			CTX	Polygon	4096.9	2222.3	1303.4776	129.7406	0.9731	42.1158	39.672	0.2669	694.4235	188.0096	1721	363	621.3257	91.9746	839	363
4.czi	41de0b6b-f0f6-4732-b378-7cff385fc920	Cell			CTX	Polygon	4149	2284.4	1841.8526	163.4998	0.8658	57.9606	39.1166	0.7539	541.9396	198.0574	1949	231	459.1734	115.0615	739	231
4.czi	0148c486-78b1-44a5-99fb-882a6bc5362f	Cell			CTX	Polygon	4569.2	2427	1106.4307	122.5902	0.9252	42.762	33.243	0.602	401.8064	111.4929	795	207	351.9332	72.1557	570	207
4.czi	05072db7-4e06-44c7-8072-635f29c3c570	Cell			CTX	Polygon	4575.1	2457.3	1307.5999	134.7799	0.9046	49.438	33.1872	0.7413	422.3201	101.0498	686	222	375.1132	71.635	617	222
4.czi	bd4d39d5-5683-49ef-871e-8d72ff4c77aa	Cell			CTX	Polygon	4412.2	2468	1897.0917	165.7038	0.8682	60.2413	39.0112	0.7722	325.3975	112.3004	778	198	263.8253	32.6797	401	198
4.czi	56af55c5-7973-4199-9ccb-bdd53877d55b	Cell			CTX	Polygon	4633.3	2467.5	1643.9812	148.4417	0.9376	52.7139	41.1489	0.6295	300.9183	44.1111	541	202	282.1695	23.1511	380	202
4.czi	59c35700-263c-44b6-a2aa-aa8f84ffde08	Cell			CTX	Polygon	4483	2551.5	1640.6834	147.9183	0.9423	50.9906	41.706	0.5363	278.7663	51.3852	507	197	253.1021	20.3822	330	197
4.czi	71b80c12-8804-480a-9710-e033e4ba059b	Cell			CTX	Polygon	4645.1	2560.5	1452.7056	139.9046	0.9327	49.0654	39.9208	0.5477	551.2644	148.4581	1333	320	490.5061	68.9651	661	320
4.czi	ea872335-5639-4311-af47-c151c770fcfd	Cell			CTX	Polygon	4571.5	2597.4	1681.0821	155.1945	0.8771	53.6268	41.216	0.6755	1066.198	536.9714	4206	294	856.6302	299.9291	1513	294
4.czi	d5745ef7-2821-4c07-b0fb-9e3d3c36aad0	Cell			CTX	Polygon	4534.9	2620.7	1152.6007	121.7068	0.9778	40.7248	35.955	0.4558	456.7489	118.6985	1548	221	416.4296	72.2399	730	221
4.czi	b6bc4463-a144-4359-a2fe-92881c002c45	Cell			CTX	Polygon	4784.3	2640.8	2291.1855	189.7425	0.7997	69.9249	43.9712	0.8072	458.4603	167.6969	932	204	367.8767	106.7172	635	204
4.czi	04405b59-4b7b-4ce0-88eb-a48e8e8685b3	Cell			CTX	Polygon	4656.1	2748.7	1623.3696	149.6824	0.9105	52.9719	37.9113	0.681	454.4252	142.5788	1010	219	384.7344	66.3785	571	219
4.czi	ea6c6355-c638-4b2b-b2bd-284310058c6f	Cell			CTX	Polygon	4711	2876	1487.3331	141.3433	0.9356	49.9777	37.8281	0.6567	336.451	82.3021	638	203	295.7771	37.8874	405	203
4.czi	c61e0233-d326-44ba-8753-933b1baf55ce	Cell			CTX	Polygon	4824.9	3094.5	1678.6087	153.0191	0.9009	55.2545	37.9759	0.7407	407.8399	166.351	1123	192	324.6297	76.9688	575	192
4.czi	acfb31d2-1ae6-45a5-af14-6c8eea72ea0b	Cell			CTX	Polygon	4972.8	1911	2340.6533	197.9205	0.7509	77.022	39.2717	0.8733	328.6783	126.1074	930	157	263.5361	50.2545	427	157
