Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: AF594 mean	Cell: AF594 std dev	Cell: AF594 max	Cell: AF594 min	Cytoplasm: AF594 mean	Cytoplasm: AF594 std dev	Cytoplasm: AF594 max	Cytoplasm: AF594 min
1.czi	f8b75415-4bf7-4d27-adfc-c604cb68a9e3	Cell			CNU	Polygon	2901.2	991.49	2024.0591	168.9062	0.8915	56.7961	48.796	0.4745	674.5875	256.3472	1233	239	556.5026	203.5002	1176	239
1.czi	733553be-276a-4c71-9853-b9f3f45541e0	Cell			CNU	Polygon	2830.6	997.78	1594.5134	147.1016	0.926	53.5912	37.9046	0.698	548.2861	193.0038	1429	240	457.2581	110.185	751	240
1.czi	01a888cc-d8b4-4992-86b8-4546d09acf07	Cell			CNU	Polygon	2757.1	1020.6	1655.5237	157.3111	0.8407	58.902	38.4081	0.7928	312.6884	61.9613	584	210	291.5586	46.305	473	210
1.czi	ba3b6ce9-c124-4dc8-9d6f-fa4979dfa396	Cell			CNU	Polygon	2922.8	1063.4	1307.5999	130.6361	0.9628	45.5104	37.713	0.5304	581.1822	246.4805	2262	266	493.1916	69.4115	780	266
1.czi	1ad1ae78-e285-47a6-b6fc-a847a07ae4bb	Cell			CNU	Polygon	2690.6	1143.4	1747.0392	156.1488	0.9004	58.3225	37.2391	0.7646	451.242	126.06	1207	249	394.116	60.4346	577	249
1.czi	6f95cdc1-b970-41ed-b3c5-f1f5c8864f33	Cell			CNU	Polygon	2898.3	1216.8	1296.8819	129.6707	0.9692	43.9115	37.7645	0.4756	515.007	182.8482	1557	261	441.383	70.1709	631	261
1.czi	2ed9747c-1447-469c-99b8-85d8bf18f892	Cell			CNU	Polygon	2830.8	1235.4	1478.264	139.6404	0.9527	46.041	41.0914	0.3157	384.7219	77.1954	644	229	348.6925	48.8615	505	229
1.czi	ee3a65fd-dd89-42b4-a623-728b9d7e53c8	Cell			CNU	Polygon	2695.7	1297.6	1587.9177	147.3006	0.9197	52.3623	40.7907	0.6167	430.4569	118.5122	1014	225	379.5719	68.2303	553	225
1.czi	b64a4d98-77fa-49ec-aa82-8a109e49f4fc	Cell			CNU	Polygon	2401.1	1478.9	2119.6969	176.9797	0.8504	63.6398	41.836	0.7658	322.1735	66.7328	620	210	288.2442	36.6508	429	210
1.czi	8dabe10a-0e40-455b-8e89-2125c364e42a	Cell			CNU	Polygon	2608.7	1495.6	1527.7318	143.4318	0.9332	50.4534	37.3583	0.6436	383.1257	123.2663	1171	231	331.2353	55.5797	511	231
1.czi	61c81a7d-d997-4c00-9964-c3cf812a6be9	Cell			CNU	Polygon	2642.8	1570	1935.017	166.8701	0.8732	61.7129	39.5152	0.7804	445.5866	135.7087	1207	243	376.9069	64.0115	581	243
1.czi	04b21731-e5a4-46ae-94ea-c76167d51d32	Cell			CNU	Polygon	3022.5	1585.8	1739.619	154.7217	0.9132	55.3345	38.6077	0.7101	568.7061	256.73	1860	242	449.9773	124.5489	789	242
1.czi	2c65eede-c3a8-46e9-acfc-d9954fe3d74e	Cell			CNU	Polygon	2877	1801.4	1748.6881	157.7895	0.8826	55.669	39.8996	0.6975	363.2521	86.0719	789	228	325.3766	47.5769	529	228
1.czi	4567bb86-fc9f-4bd4-b68b-a9956f41d0e7	Cell			CNU	Polygon	2601.7	2094.5	1439.5141	136.837	0.9661	45.6819	41.4191	0.4095	321.6384	54.2847	557	221	295.0373	26.483	378	221
1.czi	538482fb-e76e-481d-8428-835d6bca8648	Cell			CNU	Polygon	2453.5	2137	1675.3108	150.6478	0.9276	55.1521	38.9512	0.7155	314.4021	51.6405	494	231	288.8693	25.9732	369	231
1.czi	d9d5b8cd-c9a3-4149-a9f1-7c2df5e4f2e0	Cell			CNU	Polygon	3449.4	895.47	1532.6786	145.2661	0.9127	54.2709	35.6362	0.755	701.6353	635.0721	3130	188	391.2824	161.4515	962	188
1.czi	ccdf062b-ea6b-4c08-92d3-617ec14d156f	Cell			CNU	Polygon	3413.8	934.59	1511.2425	140.7601	0.9585	47.1661	40.9105	0.4966	547.4452	201.5323	1072	249	446.6634	123.5494	775	249
1.czi	66a6c09a-d5c8-4a28-8f0b-2eaa737334d8	Cell			CNU	Polygon	3124	950.17	1906.1608	160.7797	0.9266	55.2738	43.0434	0.6473	384.9714	90.6151	641	222	336.4885	60.419	541	222
1.czi	0bb974cb-1a91-458f-9525-9215f7cea0ae	Cell			CNU	Polygon	3703.7	961.6	1584.6198	146.8487	0.9234	52.6447	37.2637	0.7025	802.0681	639.0855	4686	172	519.0202	269.5287	1299	172
1.czi	0a5a439a-b430-44a7-939a-1c09b42265a0	Cell			CNU	Polygon	3373.1	962.19	1535.9764	142.9312	0.9448	50.026	40.3354	0.5762	360.0972	51.8506	579	238	341.6751	40.1546	481	238
1.czi	a1c40121-88e2-423e-a7e5-82879cd31414	Cell			CNU	Polygon	3450.5	988.56	1242.4672	130.2409	0.9204	45.5088	37.3245	0.5771	447.1532	125.4316	930	243	382.8588	76.7939	623	243
1.czi	a7bf9d41-1265-478d-b54f-adeb5bfe9604	Cell			CNU	Polygon	3418.8	990.17	1081.6968	124.1074	0.8825	43.489	29.6274	0.7278	471.8464	91.129	731	243	440.1754	79.1553	637	243
1.czi	b949fdd1-0903-4c74-986b-fa6aea0984a5	Cell			CNU	Polygon	3646.5	997.64	2052.9154	175.0189	0.8422	63.9637	43.2872	0.7781	587.057	190.8992	1374	267	492.8323	117.4961	871	267
1.czi	790b77ae-1b81-4353-94fc-2223a12572c3	Cell			CNU	Polygon	3379.9	1009.3	1874.8311	162.0907	0.8967	59.5607	39.7211	0.7319	457.6974	97.2734	690	247	411.4924	75.9789	615	247
1.czi	358ce681-d5af-4458-ab05-475fd15ae250	Cell			CNU	Polygon	3563.4	1022.1	1186.4037	123.8738	0.9716	41.4329	37.3584	0.425	337.3675	58.0291	624	239	324.451	44.7864	493	239
1.czi	11dd2a9e-2565-434d-b069-59ad3ba0f9dd	Cell			CNU	Polygon	3814.5	1030.5	1494.7532	140.1537	0.9562	49.2	38.7352	0.6119	356.9196	119.3895	806	172	298.6508	67.8232	481	172
1.czi	94d831da-0192-4043-b119-fa8e5b97b306	Cell			CNU	Polygon	3453.3	1105.6	1952.3308	168.8908	0.8601	59.4189	40.4957	0.7419	774.7764	279.3855	2788	279	655.5399	137.6844	988	279
1.czi	fcd81aa7-6380-461f-b24f-7fe49995f07d	Cell			CNU	Polygon	3395.2	1134	1721.4808	162.2858	0.8214	59.6813	39.6192	0.7852	764.6295	237.5462	1999	308	648.1192	147.735	1051	308
1.czi	03ba451f-adfa-470f-8d6d-41ba5cb1fb4b	Cell			CNU	Polygon	3425.3	1146.3	1383.4506	154.5968	0.7274	60.3729	32.4287	0.8424	693.8186	190.077	1160	255	618.0075	163.701	989	255
1.czi	9314e45c-a9a5-4756-8ee7-b54b8c8e6a46	Cell			CNU	Polygon	3862.1	1136.5	1104.7818	119.0541	0.9795	39.0654	36.4785	0.335	325.2916	103.2773	981	219	288.2747	18.0592	355	219
1.czi	4eb88f7e-891d-4ed3-b150-accaac8e9585	Cell			CNU	Polygon	3476.9	1144.1	1324.0892	132.2543	0.9513	44.4533	39.39	0.4139	477.5614	112.3717	1078	278	438.1212	62.9257	652	278
1.czi	c2a3b81d-d557-4fbc-8f01-689b328d229b	Cell			CNU	Polygon	3836.1	1179.5	1409.009	136.0034	0.9572	46.4925	38.9027	0.55	411.1658	176.3295	1175	240	318.2154	47.2566	515	240
1.czi	cc3dac24-350d-4e61-bbb8-a67a2e2e04ab	Cell			CNU	Polygon	3558.5	1197.7	2588.817	204.2607	0.7797	70.1656	52.1745	0.7292	480.2564	202.8455	1274	229	368.6722	101.9717	762	229
1.czi	9e95bb96-ae33-4d18-8c9f-21a81ed431e6	Cell			CNU	Polygon	3714.3	1190.4	1620.0718	147.2424	0.939	49.4989	41.2638	0.5091	549.7489	156.281	1968	260	482.3719	110.6124	796	260
1.czi	086c870a-1b6f-4c9d-8e26-d9e4ec2053c5	Cell			CNU	Polygon	3974.2	1229.7	1352.9454	152.2672	0.7333	51.4068	37.9681	0.7521	401.4796	151.8489	1089	184	331.1141	75.3538	565	184
1.czi	20cdc95c-5492-47f1-bfb8-79e05517a540	Cell			CNU	Polygon	4000.7	1228.6	878.0542	108.0815	0.9446	38.5846	29.8091	0.6363	400.4292	192.3914	1077	186	303.7261	80.4083	601	186
1.czi	d8791bf3-f15c-4c0e-af9b-d67b230b7861	Cell			CNU	Polygon	3409	1233.8	1625.0185	146.8847	0.9465	47.272	44.6811	0.2662	380.0619	63.9109	653	252	350.2131	41.3669	500	252
1.czi	756e884a-ac8b-4962-ba26-fc51dcdc6d4c	Cell			CNU	Polygon	3573.8	1279.9	1693.4491	153.6847	0.901	56.8947	40.5233	0.7225	336.5134	48.5196	614	240	315.7604	29.2815	400	240
1.czi	8f31af25-1713-404c-b6bf-d884518964ef	Cell			CNU	Polygon	3753.5	1308.3	2135.3618	187.5223	0.7631	70.2382	37.1313	0.8681	434.9687	104.7023	941	238	375.0827	65.9387	576	238
1.czi	50ef0adc-b02e-4e2a-992d-65cad1e27f3b	Cell			CNU	Polygon	3760.2	1344.4	1929.2458	185.0956	0.7076	59.476	51.1988	0.2643	427.7799	86.7638	692	233	386.22	65.2206	580	233
1.czi	57136ef4-2b04-47ee-82fd-3c8022ab3fcf	Cell			CNU	Polygon	3394.8	1391.6	2624.2689	212.9616	0.7271	74.0174	49.2846	0.8103	567.2357	250.26	2131	230	446.9122	125.6043	870	230
1.czi	51099bdf-e8fc-4fa2-9ce7-95d2c441e43e	Cell			CNU	Polygon	3787.9	1381.2	1520.3116	143.6647	0.9256	46.74	42.3947	0.2907	417.5342	79.9412	772	241	386.3796	64.4709	576	241
1.czi	5a740782-f156-4733-b7a3-63e088ab7e96	Cell			CNU	Polygon	4058	1388	1860.8152	164.6598	0.8625	58.5676	42.308	0.7219	503.3453	193	6689	244	438.4291	180.9589	6689	244
1.czi	afd4e9a8-30a9-4332-9ed0-3abfdb1328b0	Cell			CNU	Polygon	3582.2	1440.2	2684.4548	210.4406	0.7617	79.8893	44.7813	0.8596	432.2372	122.893	848	232	363.8363	68.9965	624	232
1.czi	5a586116-a831-4c0f-a1a8-7441e14e6188	Cell			CNU	Polygon	3485.1	1446.7	1344.7008	132.3615	0.9645	42.6727	40.9606	0.1591	299.5153	55.3859	574	222	273.8302	18.2944	341	222
1.czi	9f787733-0549-4340-97ea-f9124e6aaf95	Cell			CNU	Polygon	4136.3	1449.5	1476.615	139.6837	0.951	48.3022	39.95	0.5652	384.4875	85.777	797	240	346.309	45.2171	500	240
1.czi	4487c3dc-b32a-4f24-bb46-1d556f0ff074	Cell			CNU	Polygon	3863.2	1479.7	2728.9758	218.9579	0.7153	80.5495	49.4824	0.8355	586.342	205.1111	2065	255	501.0779	105.8209	867	255
1.czi	a668d429-8304-45d4-a717-5568ec66da66	Cell			CNU	Polygon	3103.9	1468.6	1252.3608	127.2697	0.9716	41.5084	38.5767	0.2772	477.0605	204.3272	1800	238	395.8777	81.0922	626	238
1.czi	f1c7fd20-c1df-45b5-a7c6-1bc4b9589861	Cell			CNU	Polygon	3716.2	1491.6	1300.1797	130.2759	0.9627	44.4085	37.52	0.4995	633.7706	227.5017	1728	328	544.4899	84.6434	893	328
1.czi	8f2bad01-6998-4760-9e48-8c1278abe0ee	Cell			CNU	Polygon	4184.9	1490.6	1339.754	132.4188	0.9601	44.1625	39.3793	0.4604	453.2396	123.6533	901	247	395.9429	68.8867	595	247
1.czi	316f4ec7-2d40-4d49-bd46-3cea1bcd1367	Cell			CNU	Polygon	3880.6	1512.8	1015.7396	115.7413	0.9528	39.4302	32.7608	0.4936	462.3893	105.572	979	262	428.9852	67.868	600	262
1.czi	63151d8c-d210-4aea-a0a6-de9fbcf737b1	Cell			CNU	Polygon	3615.5	1539.6	2094.963	176.8845	0.8414	68.5958	39.044	0.8358	342.128	49.6797	580	224	321.2373	34.2989	454	224
1.czi	5f298756-08c6-4b9c-beda-6ee889ce8a6f	Cell			CNU	Polygon	3428.4	1546.6	1676.9598	151.3997	0.9194	54.9317	39.3657	0.6947	325.3927	66.3251	586	228	290.2689	27.2665	382	228
1.czi	312e0cdb-d60e-441e-9176-afcac87cd99b	Cell			CNU	Polygon	4184.8	1557.9	1861.6397	163.7629	0.8723	61.0387	40.2031	0.775	372.6503	83.0126	666	239	330.3144	45.2208	483	239
1.czi	f6ebc44f-8c23-4e5e-84f7-cbe62114107e	Cell			CNU	Polygon	4012.8	1606.6	2418.9774	196.3427	0.7885	73.1204	39.3998	0.8544	453.7909	152.512	1058	230	372.3395	82.0445	791	230
1.czi	2a7d3fcd-9d90-4531-886c-ac84ece15eae	Cell			CNU	Polygon	3560.2	1595.2	1321.6158	132.8672	0.9408	46.2559	38.0543	0.5394	399.3961	75.1724	666	245	367.1446	48.2679	505	245
1.czi	3ab2af51-0bcf-4c58-82da-d503bb1ae04e	Cell			CNU	Polygon	3593.8	1622.2	1725.6032	160.0307	0.8467	58.0794	39.1459	0.7163	439.0812	95.8065	977	261	398.2437	50.9732	522	261
1.czi	1efe308a-bb18-4a25-8f91-f96363432c5f	Cell			CNU	Polygon	3790.6	1664.8	1156.723	123.4932	0.9531	44.4942	33.7039	0.6408	436.4712	352.2709	3265	244	323.8862	50.2835	695	244
1.czi	9dc21eff-aa89-469e-95b7-0b8e6466cdb3	Cell			CNU	Polygon	3752.9	1669.8	1385.924	136.6025	0.9333	47.6181	37.4589	0.6043	1349.8847	712.836	6543	329	1086.8302	349.0797	2112	329
1.czi	f9248ffe-29a0-4d71-be6e-caf361261c82	Cell			CNU	Polygon	3963.3	1697.3	1709.1139	150.8521	0.9438	50.5018	43.0621	0.5049	357.9904	59.3193	548	241	328.8821	38.4689	481	241
1.czi	1e226b5a-7d35-4c0f-a67b-d064c04c3d8e	Cell			CNU	Polygon	3593.9	1705.6	2556.6629	201.357	0.7924	72.6445	48.9742	0.7131	435.7198	107.9538	942	239	382.827	65.9291	573	239
1.czi	d9323f2e-837f-4567-8cb5-3738d1bd08a3	Cell			CNU	Polygon	3694.1	1718	2743.8162	192.6909	0.9286	68.4921	51.6356	0.6821	434.939	145.0395	1132	242	359.9819	61.3751	578	242
1.czi	945a8e97-92d7-46f6-a0f8-5fd453998c21	Cell			CNU	Polygon	3788.6	1712.7	1595.3378	148.9818	0.9032	54.5593	36.9524	0.7366	818.7299	478.7927	4040	274	606.9759	180.6265	1144	274
1.czi	3ee09608-71f2-4d43-8ac2-15f4f25a52ff	Cell			CNU	Polygon	3754.9	1763.5	1639.0344	151.3149	0.8996	54.1676	39.1335	0.7089	614.2097	212.0728	1831	265	516.959	114.2242	875	265
1.czi	74484a63-1f5b-4d35-be1a-1963e61ca548	Cell			CNU	Polygon	3944.7	1757.1	1296.8819	130.2475	0.9607	43.3749	39.3792	0.3283	338.7514	50.6263	598	247	323.2903	42.2749	515	247
1.czi	d113b2eb-3d9a-4544-bafb-628db08179d6	Cell			CNU	Polygon	3636.4	1872	2321.6906	190.9907	0.7998	66.9474	45.0495	0.7694	863.7817	428.6972	3029	266	655.7294	201.5939	1448	266
1.czi	5d1b388e-d07e-40ac-9fc5-7f819c0e5005	Cell			CNU	Polygon	3706.4	1865.6	1437.0408	140.5083	0.9147	50.3126	36.1838	0.6687	363.5295	93.3895	756	246	325.8128	50.6365	479	246
1.czi	bebd2dfa-42ef-4182-9ccc-940d799eee95	Cell			CNU	Polygon	3825.6	1872.8	1324.0892	131.2922	0.9653	44.7706	37.4164	0.5187	801.2162	352.8593	2494	254	661.3188	166.9083	1031	254
1.czi	12db2db5-65e1-4991-88d8-8047656aaec7	Cell			CNU	Polygon	3351.4	1884.9	1852.5706	159.7827	0.9119	56.2269	43.5719	0.6429	311.052	49.4923	552	206	287.0148	27.7738	390	206
1.czi	bf91b798-c698-4c11-bcf6-df8cdaa24fdb	Cell			CNU	Polygon	3247.8	1915.4	1516.1893	141.7643	0.948	47.6541	42.2313	0.4374	347.7283	75.0461	802	230	316.696	37.2894	447	230
1.czi	680f4f5a-a0f7-47c3-b19e-00e64818fb88	Cell			CNU	Polygon	3392.6	1988.9	1310.8978	130.4861	0.9675	45.1561	38.0869	0.5294	358.1445	63.283	799	242	339.5632	38.201	471	242
1.czi	baf8065e-b6d2-4e43-ac38-9606c35672a1	Cell			CNU	Polygon	3697.7	1990.3	1439.5141	138.0372	0.9494	45.2549	39.043	0.4441	345.1754	80.7355	765	231	308.8221	34.9898	484	231
1.czi	431cddd0-fbc2-4e4d-823d-cc46140b117c	Cell			CNU	Polygon	3941.6	2013.6	2474.2165	196.3634	0.8064	74.4176	41.8887	0.8353	335.0609	65.9481	642	233	300.5691	25.5094	438	233
1.czi	dcc68350-8bc9-4f98-a19f-8ec56db0b25c	Cell			CNU	Polygon	3873.6	2046.1	2580.5723	206.3915	0.7613	70.4002	49.4537	0.7426	782.4747	376.8558	3125	257	602.9393	225.5918	1309	257
1.czi	4ac972c8-c4a6-415d-89db-72d99e7c5093	Cell			CNU	Polygon	3182	2047	1567.3061	148.2302	0.8964	52.0977	39.1759	0.6952	285.5966	59.2029	612	209	262.3454	17.8617	334	209
1.czi	da168874-8aaa-4066-96f7-2267992219cb	Cell			CNU	Polygon	3321.2	2076.3	2219.4571	183.1156	0.8318	67.0199	43.9413	0.7821	328.4198	69.0219	624	217	290.3506	34.4052	421	217
1.czi	c73149b1-30e7-4437-a1e2-0b2b4be47cf2	Cell			CNU	Polygon	3753.4	2118	1591.2155	145.946	0.9388	48.6228	42.9422	0.4285	368.6042	48.1009	672	266	354.3155	31.5395	468	266
1.czi	72c8ffc8-a55d-418d-b1e5-d2a319ec7c89	Cell			CNU	Polygon	3922.5	2120	1663.7684	152.277	0.9016	56.601	36.2757	0.7644	1078.3276	646.2105	4725	278	785.9629	301.3016	1683	278
1.czi	3cefcf17-7afa-4293-a3e0-c2496b5b15a8	Cell			CNU	Polygon	3165.1	2147.7	1888.0226	165.0018	0.8714	53.0982	47.7923	0.4855	372.894	89.0998	880	219	334.362	47.6162	474	219
1.czi	ec662060-e695-4cf5-a06f-92f346d8b395	Cell			CNU	Polygon	3869.1	2220.2	1823.7144	157.6475	0.9221	56.4434	39.8065	0.6944	483.1418	140.4429	938	242	408.1578	88.5838	652	242
1.czi	307074c0-0fc1-4fb1-af28-2580e6927691	Cell			CNU	Polygon	3708.3	2304.1	1944.0861	168.6359	0.8591	54.3195	48.8096	0.3134	572.1801	227.4193	1953	248	472.4619	125.8436	807	248
1.czi	b1df8638-5a87-478d-8136-f9c0e7b37286	Cell			CNU	Polygon	3806.2	2317	2310.1481	184.9582	0.8486	59.8981	51.0298	0.4884	864.4941	284.3992	2209	283	732.5236	174.186	1214	283
1.czi	9e3f148c-ec74-4929-838d-57326b5260b4	Cell			CNU	Polygon	3107.8	2328.1	1784.1401	159.7961	0.878	57.1697	39.7949	0.7473	406.2882	119.9311	1126	249	348.8242	42.4643	484	249
1.czi	35dea34d-5a1e-4c71-836a-624536f35723	Cell			CNU	Polygon	3279.7	2330.6	1418.9025	137.6102	0.9416	48.3656	37.7961	0.6164	286.4977	46.7414	524	212	264.5079	19.7693	349	212
1.czi	f5547578-6c05-4f11-a2c4-73e1084c6bc7	Cell			CNU	Polygon	2858.9	2424.7	1620.0718	152.2123	0.8787	54.6808	38.5232	0.7451	547.7293	254.2938	2714	259	457.0408	87.0966	750	259
1.czi	cb69babe-3d0f-4efc-9610-6057c57a28e3	Cell			CNU	Polygon	3005.2	2423.7	1732.1989	156.6012	0.8876	53.2129	43.5675	0.6109	322.0913	50.0591	651	217	304.6671	35.756	441	217
1.czi	3bcc6568-5010-4804-953d-864f03659668	Cell			CNU	Polygon	2785	2462.6	1424.6738	138.8829	0.9282	47.6689	40.192	0.4986	324.3576	64.2192	729	231	300.1572	27.4856	401	231
1.czi	26a88f46-cbc9-4072-b208-bd51a1a75f0e	Cell			CNU	Polygon	2521.5	2540.9	2364.5628	199.1772	0.749	81.7218	36.5967	0.9038	407.9707	69.7466	626	233	375.7861	49.1975	551	233
1.czi	cb054e9d-c83d-43ab-a0ef-f1e4b8360797	Cell			CNU	Polygon	2009.1	2575.2	1595.3378	149.114	0.9016	54.6158	37.8543	0.7384	362.5173	94.9245	877	210	320.5106	40.8899	471	210
1.czi	1b5f8251-b7c8-410c-9735-12057e5c886c	Cell			CNU	Polygon	2304	2588.7	3485.8338	268.3011	0.6085	115.4521	37.5492	0.9536	416.4338	81.6863	669	218	378.3846	65.2783	573	218
1.czi	f87abf65-8eee-423d-9b28-34f896669e07	Cell			CNU	Polygon	2161.9	2614.6	1435.3918	137.6494	0.952	47.0281	40.1192	0.4745	633.4107	333.37	2357	244	480.3786	163.7551	968	244
1.czi	c7220f5f-dec1-4af5-939f-106c4c6c2cc6	Cell			CNU	Polygon	2609.8	2666.9	1747.8637	160.9142	0.8483	59.3053	39.0982	0.7889	388.737	71.0924	917	254	360.9556	36.4665	498	254
1.czi	349cbb83-520e-498e-922e-3132d1af5b7a	Cell			CNU	Polygon	2519.1	2749.9	2367.0361	186.7778	0.8526	69.0049	48.0478	0.7191	422.2099	76.3872	861	240	390.4467	52.9536	568	240
1.czi	e61c6119-efdb-4ff5-8c20-013d4f9c3eb6	Cell			CNU	Polygon	2975.8	2793.5	1824.5388	163.0083	0.8629	57.5319	44.9754	0.6284	449.8455	164.006	1335	232	369.5378	72.0681	604	232
1.czi	0fd8f920-3ad5-4f38-9530-3143ce824c0f	Cell			CNU	Polygon	2192.5	2992.9	1746.2148	155.34	0.9094	56.9052	40.792	0.6977	371.8032	117.7984	748	220	307.1911	51.9032	547	220
1.czi	9578e713-782f-4cb2-be74-0795440d626f	Cell			CNU	Polygon	1978.6	3009.7	2270.5739	186.5384	0.82	66.7482	42.3804	0.7995	296.6805	68.222	542	180	259.9864	30.8876	356	180
1.czi	0e79111b-9907-42b2-85cc-472feb60bd6d	Cell			CNU	Polygon	2320	3004.5	1526.9073	141.5889	0.9571	48.2409	41.8252	0.4797	300.7041	48.1519	499	227	276.7782	20.9448	367	227
1.czi	ce2f0151-df4b-4d0f-adc2-4f2f6c26a5e3	Cell			CNU	Polygon	2334.7	3050.5	1451.8811	137.9809	0.9583	47.8458	38.5481	0.5876	313.869	53.2727	595	210	289.8245	22.1087	366	210
1.czi	3749d579-e4a9-43b9-8457-a6d899362e95	Cell			CNU	Polygon	2478.2	3073.3	2672.0878	217.8247	0.7077	83.1875	40.82	0.8909	295.1181	57.4667	633	193	268.3175	25.6015	345	193
1.czi	7fcc6664-d599-4a0c-9dbd-91b615367f2f	Cell			CNU	Polygon	2653.7	3113.7	1567.3061	144.4954	0.9433	50.9205	42.0009	0.5489	324.4205	66.5469	620	216	292.4263	27.8425	396	216
1.czi	494a0c67-b385-4206-91c9-54c68da815d5	Cell			CNU	Polygon	2997.1	3182.4	1502.9979	141.6446	0.9414	48.7368	40.223	0.5364	324.926	80.8367	713	211	290.4143	38.845	476	211
1.czi	fc702e0c-9262-4c5d-ae6b-fe23372e8759	Cell			CNU	Polygon	1950	3192.8	1724.7787	150.7793	0.9534	53.2082	42.1457	0.6264	370.4439	91.2331	623	184	320.5063	56.2711	467	184
1.czi	d3b89e63-1fe1-4b48-9cee-52282c070c5b	Cell			CNU	Polygon	2421.7	3206.1	2237.5953	176.041	0.9073	60.0875	47.913	0.6153	297.0383	45.9307	504	216	273.124	20.7755	365	216
1.czi	263e737b-eb0b-48d7-833f-1b32952e4f39	Cell			CNU	Polygon	2212.6	3210.8	1869.0599	162.0756	0.8941	60.1164	39.3079	0.7535	441.9683	163.0816	928	227	352.0913	84.0109	608	227
1.czi	1291e79b-cf8e-4548-bd57-5c78b8978ed9	Cell			CNU	Polygon	2786.6	3224.6	1286.1638	129.4169	0.965	42.9077	39.5943	0.3112	312.6841	94.3081	1034	226	281.4525	22.9482	405	226
1.czi	2ab599a2-ecd0-466c-aa90-426d712bc4a8	Cell			CNU	Polygon	1915.4	3253.9	1427.9716	137.3365	0.9514	47.5187	39.9277	0.504	334.7939	134.1765	993	169	273.4272	61.5331	534	169
1.czi	ad212e47-aff4-4a07-be4c-55c31c2b447c	Cell			CNU	Polygon	2219.3	3255.3	1378.5038	134.413	0.9588	47.2532	38.1706	0.5935	478.8662	165.113	1413	242	403.8623	77.9647	628	242
1.czi	b2811987-ee80-41a8-80e9-be3e869c24f0	Cell			CNU	Polygon	2396.2	3261.2	1334.8072	132.5096	0.9553	46.8176	36.7322	0.6246	311.8866	68.9088	732	222	289.7678	32.2273	442	222
1.czi	62cfd03f-906d-4c98-a244-ef7e296e4e08	Cell			CNU	Polygon	2020.8	3277.3	1239.9939	126.4883	0.9739	41.5329	38.9735	0.323	335.0166	82.6665	749	227	300.3134	31.4405	391	227
1.czi	ec785f74-e0ec-441d-81cd-95f9bfcb86e4	Cell			CNU	Polygon	1904.1	3350.3	1791.5603	160.3209	0.8759	55.3079	44.9413	0.6259	450.8083	153.0988	1333	223	384.959	83.4688	697	223
1.czi	1806ab44-911e-4966-819d-d3f8ea004790	Cell			CNU	Polygon	1971.3	3394.8	1802.2783	158.0077	0.9071	56.5022	41.3043	0.6606	384.2628	124.5146	775	230	312.7768	49.1008	485	230
1.czi	76fc3083-013b-46b8-92b7-13497293b653	Cell			CNU	Polygon	2945.4	3395.3	1155.0741	122.1336	0.9731	40.8583	36.3442	0.3927	284.5093	68.5093	858	210	265.1478	19.7237	359	210
1.czi	3c9c385d-408f-40b3-963b-3610ff4f2883	Cell			CNU	Polygon	1897.9	3420.8	1051.1916	121.0991	0.9008	41.3909	32.0814	0.6272	489.6575	309.6842	2559	242	358.5345	75.6463	692	242
1.czi	b4d1add5-e2db-4a72-9934-b4af2260b8c3	Cell			CNU	Polygon	1865.2	3438.5	1549.9923	152.2472	0.8403	59.4109	34.6915	0.8101	451.4193	207.0147	1632	228	355.7069	79.3649	665	228
1.czi	339a3f3f-c559-42f3-a479-9eda1a2a60ed	Cell			CNU	Polygon	2363.7	3433.5	1412.3068	137.3005	0.9414	49.1579	37.2391	0.6754	331.0601	91.7749	1043	195	300.4851	41.4853	421	195
1.czi	55d33016-57dc-4fc4-99ec-3a4550dea77a	Cell			CNU	Polygon	1866.8	3483.9	1901.214	169.0069	0.8364	62.9659	38.1633	0.8156	327.6954	112.5981	889	219	273.5385	26.8909	439	219
1.czi	961867c2-e449-4d70-80a8-85b382bedb8f	Cell			CNU	Polygon	1905.5	3599.5	1314.1956	130.4253	0.9708	44.5668	37.7969	0.4973	328.782	74.6351	758	217	303.1094	46.0361	458	217
1.czi	7a752975-77e2-4a7f-a8d4-dc0bdbab6563	Cell			CNU	Polygon	1953.9	3617.5	1588.7421	146.7848	0.9266	51.978	38.5764	0.6634	313.8391	91.3649	686	201	265.3785	31.3972	480	201
1.czi	2ae9a326-1c02-4415-b2b4-1b69ffe48ba6	Cell			CNU	Polygon	2761.2	3626.7	1679.4332	150.6895	0.9294	54.4746	38.546	0.7056	335.7162	65.5625	661	230	305.5813	31.4207	414	230
1.czi	24c70c8f-ded8-4de9-806d-52f932aab276	Cell			CNU	Polygon	2617.2	3637.8	1565.6571	149.202	0.8838	56.7678	35.0988	0.785	305.1491	114.4821	1351	194	265.4919	20.8606	351	194
1.czi	e41eca6b-0387-4670-97b3-5e7973ec722a	Cell			CNU	Polygon	4110.6	2351	1933.3681	166.0377	0.8813	62.2754	40.5732	0.7823	458.2315	137.5209	922	247	387.853	87.9473	715	247
